COD_LUGAR_ALMAC;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;PROMOCION_LOTE;
206;35;15;79;3212148;TO_DATE('2014-02-04','YYYY-MM-DD');0.0;
206;35;16;31;4927591;TO_DATE('2013-05-26','YYYY-MM-DD');0.0;
206;35;25;35;8564518;TO_DATE('2014-02-07','YYYY-MM-DD');0.0;
206;35;26;9;4481818;TO_DATE('2013-12-21','YYYY-MM-DD');0.0;
206;35;30;144;2584733;TO_DATE('2013-05-15','YYYY-MM-DD');0.0;
206;38;14;12;7955178;TO_DATE('2013-07-03','YYYY-MM-DD');0.0;
206;38;25;123;4122093;TO_DATE('2014-01-04','YYYY-MM-DD');0.0;
206;38;27;57;9741493;TO_DATE('2013-10-03','YYYY-MM-DD');0.0;
206;38;30;110;8501935;TO_DATE('2013-06-01','YYYY-MM-DD');0.0;
206;40;21;24;3915355;TO_DATE('2014-01-09','YYYY-MM-DD');0.0;
206;40;22;105;4033070;TO_DATE('2014-04-21','YYYY-MM-DD');0.0;
206;41;13;168;5632931;TO_DATE('2013-05-03','YYYY-MM-DD');0.0;
206;41;17;11;1705619;TO_DATE('2014-02-19','YYYY-MM-DD');0.0;
206;41;23;121;4908490;TO_DATE('2014-04-13','YYYY-MM-DD');0.0;
206;41;28;83;9300122;TO_DATE('2014-01-03','YYYY-MM-DD');0.0;
206;41;29;114;8278425;TO_DATE('2014-03-19','YYYY-MM-DD');0.0;
206;43;11;73;6767888;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
206;43;14;40;6204892;TO_DATE('2013-05-29','YYYY-MM-DD');0.0;
206;43;15;24;3116020;TO_DATE('2014-03-14','YYYY-MM-DD');0.0;
206;43;19;85;5930778;TO_DATE('2013-08-30','YYYY-MM-DD');0.0;
206;43;20;188;1757574;TO_DATE('2013-08-28','YYYY-MM-DD');0.0;
206;43;28;154;7135173;TO_DATE('2014-02-18','YYYY-MM-DD');0.0;
206;44;14;83;2157351;TO_DATE('2013-07-02','YYYY-MM-DD');0.0;
206;44;21;23;5761260;TO_DATE('2013-09-10','YYYY-MM-DD');0.0;
206;44;27;173;3838978;TO_DATE('2013-09-19','YYYY-MM-DD');0.0;
206;44;30;48;5896502;TO_DATE('2013-11-08','YYYY-MM-DD');0.0;
207;3;11;180;9493856;TO_DATE('2013-09-09','YYYY-MM-DD');0.0;
207;3;25;176;6317136;TO_DATE('2014-01-30','YYYY-MM-DD');0.0;
207;3;30;20;5533791;TO_DATE('2013-09-04','YYYY-MM-DD');0.0;
207;7;16;79;7218517;TO_DATE('2013-05-05','YYYY-MM-DD');0.0;
207;7;29;77;7937268;TO_DATE('2013-09-21','YYYY-MM-DD');0.0;
207;10;11;52;4683594;TO_DATE('2013-08-07','YYYY-MM-DD');0.0;
207;10;17;75;7724630;TO_DATE('2013-10-30','YYYY-MM-DD');0.0;
207;10;21;119;5099179;TO_DATE('2014-04-27','YYYY-MM-DD');0.0;
207;10;27;14;173839;TO_DATE('2014-04-24','YYYY-MM-DD');0.0;
207;12;16;133;3269840;TO_DATE('2013-11-26','YYYY-MM-DD');0.0;
207;12;29;112;493633;TO_DATE('2013-11-19','YYYY-MM-DD');0.0;
207;13;13;182;1655468;TO_DATE('2013-04-27','YYYY-MM-DD');0.0;
207;13;19;193;8480658;TO_DATE('2013-06-30','YYYY-MM-DD');0.0;
207;13;23;120;4923430;TO_DATE('2014-01-17','YYYY-MM-DD');0.0;
207;13;25;170;4380198;TO_DATE('2014-01-23','YYYY-MM-DD');0.0;
207;13;27;76;2847300;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
207;18;12;168;7342692;TO_DATE('2013-07-29','YYYY-MM-DD');0.0;
207;18;15;115;88997;TO_DATE('2013-09-07','YYYY-MM-DD');0.0;
207;18;17;169;1770636;TO_DATE('2013-10-17','YYYY-MM-DD');0.0;
207;18;18;162;6186310;TO_DATE('2013-08-26','YYYY-MM-DD');0.0;
207;18;21;99;4867961;TO_DATE('2013-11-20','YYYY-MM-DD');0.0;
207;18;22;158;1522035;TO_DATE('2013-05-16','YYYY-MM-DD');0.0;
207;22;14;30;6534857;TO_DATE('2013-12-20','YYYY-MM-DD');0.0;
207;22;16;197;5860601;TO_DATE('2014-02-21','YYYY-MM-DD');0.0;
207;22;20;51;7825593;TO_DATE('2014-02-16','YYYY-MM-DD');0.0;
207;22;24;64;2884747;TO_DATE('2013-08-06','YYYY-MM-DD');0.0;
207;24;18;12;444413;TO_DATE('2013-07-09','YYYY-MM-DD');0.0;
207;24;19;198;7273174;TO_DATE('2013-07-08','YYYY-MM-DD');0.0;
207;24;20;135;4137116;TO_DATE('2014-03-20','YYYY-MM-DD');0.0;
207;24;21;198;6450783;TO_DATE('2014-03-31','YYYY-MM-DD');0.0;
207;24;23;40;5719389;TO_DATE('2013-07-05','YYYY-MM-DD');0.0;
207;24;24;165;2405222;TO_DATE('2014-02-04','YYYY-MM-DD');0.0;
207;24;29;193;8516589;TO_DATE('2013-11-14','YYYY-MM-DD');0.0;
207;26;12;161;5666863;TO_DATE('2013-07-13','YYYY-MM-DD');0.0;
207;26;15;10;8407940;TO_DATE('2013-07-24','YYYY-MM-DD');0.0;
207;26;23;196;6516461;TO_DATE('2013-07-06','YYYY-MM-DD');0.0;
207;28;11;48;7617511;TO_DATE('2013-10-13','YYYY-MM-DD');0.0;
207;28;16;29;5520194;TO_DATE('2013-09-01','YYYY-MM-DD');0.0;
207;28;19;130;797158;TO_DATE('2013-07-18','YYYY-MM-DD');0.0;
207;28;27;27;126287;TO_DATE('2013-05-04','YYYY-MM-DD');0.0;
207;28;29;139;8767828;TO_DATE('2014-03-03','YYYY-MM-DD');0.0;
207;30;21;98;6028095;TO_DATE('2013-07-23','YYYY-MM-DD');0.0;
207;30;27;78;3542045;TO_DATE('2013-07-20','YYYY-MM-DD');0.0;
207;30;29;61;4202684;TO_DATE('2013-05-19','YYYY-MM-DD');0.0;
207;34;13;38;5620236;TO_DATE('2014-04-06','YYYY-MM-DD');0.0;
207;34;14;63;7403956;TO_DATE('2014-02-05','YYYY-MM-DD');0.0;
207;34;20;12;3136917;TO_DATE('2014-03-25','YYYY-MM-DD');0.0;
207;34;29;157;5920539;TO_DATE('2014-01-24','YYYY-MM-DD');0.0;
207;39;19;154;3747179;TO_DATE('2013-06-14','YYYY-MM-DD');0.0;
207;39;27;166;2144393;TO_DATE('2014-03-20','YYYY-MM-DD');0.0;
207;47;13;49;7386357;TO_DATE('2013-11-01','YYYY-MM-DD');0.0;
207;47;14;9;5348230;TO_DATE('2013-07-25','YYYY-MM-DD');0.0;
207;47;20;170;7929057;TO_DATE('2013-10-31','YYYY-MM-DD');0.0;
207;47;21;93;1201792;TO_DATE('2013-06-01','YYYY-MM-DD');0.0;
207;47;24;150;5850911;TO_DATE('2013-07-10','YYYY-MM-DD');0.0;
207;47;25;128;9450111;TO_DATE('2013-10-26','YYYY-MM-DD');0.0;
207;50;16;35;6394486;TO_DATE('2013-09-16','YYYY-MM-DD');0.0;
207;50;17;103;551046;TO_DATE('2013-07-08','YYYY-MM-DD');0.0;
207;50;24;121;2910786;TO_DATE('2013-10-10','YYYY-MM-DD');0.0;
207;50;25;105;9780103;TO_DATE('2013-07-27','YYYY-MM-DD');0.0;
207;50;27;5;2322574;TO_DATE('2013-05-03','YYYY-MM-DD');0.0;
209;2;24;154;6571191;TO_DATE('2013-09-02','YYYY-MM-DD');0.0;
209;2;25;33;7229059;TO_DATE('2013-09-14','YYYY-MM-DD');0.0;
209;2;26;6;9125214;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
209;2;27;19;9114779;TO_DATE('2013-10-08','YYYY-MM-DD');0.0;
209;2;29;33;4418446;TO_DATE('2014-04-02','YYYY-MM-DD');0.0;
209;7;11;183;4659967;TO_DATE('2013-07-18','YYYY-MM-DD');0.0;
209;8;11;138;4490574;TO_DATE('2013-09-07','YYYY-MM-DD');0.0;
209;8;17;156;8575161;TO_DATE('2013-11-21','YYYY-MM-DD');0.0;
209;8;27;92;7467965;TO_DATE('2013-07-05','YYYY-MM-DD');0.0;
209;8;28;181;2814620;TO_DATE('2013-07-02','YYYY-MM-DD');0.0;
209;12;17;78;4860499;TO_DATE('2013-05-07','YYYY-MM-DD');0.0;
209;12;22;138;5981898;TO_DATE('2014-04-04','YYYY-MM-DD');0.0;
209;12;26;15;6368898;TO_DATE('2013-09-02','YYYY-MM-DD');0.0;
209;12;27;3;2790866;TO_DATE('2013-06-29','YYYY-MM-DD');0.0;
209;12;30;157;2553657;TO_DATE('2013-09-12','YYYY-MM-DD');0.0;
209;13;12;154;2878816;TO_DATE('2014-03-09','YYYY-MM-DD');0.0;
209;13;18;170;7722736;TO_DATE('2014-04-26','YYYY-MM-DD');0.0;
209;13;21;173;9218456;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
209;13;22;126;4051327;TO_DATE('2013-07-02','YYYY-MM-DD');0.0;
209;13;25;183;7543973;TO_DATE('2013-11-23','YYYY-MM-DD');0.0;
209;14;13;192;1413178;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
209;14;18;154;7422605;TO_DATE('2013-12-31','YYYY-MM-DD');0.0;
209;14;23;36;4500479;TO_DATE('2014-02-13','YYYY-MM-DD');0.0;
209;14;24;51;2768377;TO_DATE('2014-03-13','YYYY-MM-DD');0.0;
209;18;24;157;9793425;TO_DATE('2013-10-03','YYYY-MM-DD');0.0;
209;19;11;58;938674;TO_DATE('2014-03-10','YYYY-MM-DD');0.0;
209;19;16;40;5234803;TO_DATE('2014-02-20','YYYY-MM-DD');0.0;
209;19;19;156;6586350;TO_DATE('2014-04-07','YYYY-MM-DD');0.0;
209;19;20;111;4697815;TO_DATE('2014-03-22','YYYY-MM-DD');0.0;
209;19;22;21;8806404;TO_DATE('2013-05-06','YYYY-MM-DD');0.0;
209;19;23;146;3354681;TO_DATE('2013-05-12','YYYY-MM-DD');0.0;
209;19;27;44;3952309;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
209;20;16;8;981414;TO_DATE('2013-11-03','YYYY-MM-DD');0.0;
209;27;11;103;5329498;TO_DATE('2013-11-17','YYYY-MM-DD');0.0;
209;27;12;91;5566436;TO_DATE('2013-07-11','YYYY-MM-DD');0.0;
209;27;16;89;3591643;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
209;27;17;133;9678662;TO_DATE('2014-02-18','YYYY-MM-DD');0.0;
209;27;20;75;1539435;TO_DATE('2013-10-18','YYYY-MM-DD');0.0;
209;27;24;50;7023451;TO_DATE('2013-06-29','YYYY-MM-DD');0.0;
209;28;11;47;1909350;TO_DATE('2013-05-02','YYYY-MM-DD');0.0;
209;28;17;79;4544945;TO_DATE('2013-10-30','YYYY-MM-DD');0.0;
209;28;28;167;6217232;TO_DATE('2013-11-17','YYYY-MM-DD');0.0;
209;30;13;93;3943478;TO_DATE('2013-04-29','YYYY-MM-DD');0.0;
209;31;13;15;8702521;TO_DATE('2014-04-07','YYYY-MM-DD');0.0;
209;31;15;18;1066463;TO_DATE('2014-04-20','YYYY-MM-DD');0.0;
209;32;14;62;8607462;TO_DATE('2014-02-08','YYYY-MM-DD');0.0;
209;32;15;142;3318894;TO_DATE('2014-01-15','YYYY-MM-DD');0.0;
209;32;20;69;4751558;TO_DATE('2014-02-23','YYYY-MM-DD');0.0;
209;32;26;1;78784;TO_DATE('2014-01-13','YYYY-MM-DD');0.0;
209;34;12;102;6968331;TO_DATE('2013-07-06','YYYY-MM-DD');0.0;
209;34;13;161;4831801;TO_DATE('2013-10-16','YYYY-MM-DD');0.0;
209;34;16;64;5820311;TO_DATE('2013-06-22','YYYY-MM-DD');0.0;
209;34;23;18;4933089;TO_DATE('2014-03-19','YYYY-MM-DD');0.0;
209;34;27;53;3548341;TO_DATE('2013-10-12','YYYY-MM-DD');0.0;
209;37;19;116;8179827;TO_DATE('2014-02-12','YYYY-MM-DD');0.0;
209;37;20;84;9633815;TO_DATE('2013-06-08','YYYY-MM-DD');0.0;
209;37;26;157;370738;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
209;37;29;106;6722895;TO_DATE('2013-06-23','YYYY-MM-DD');0.0;
209;38;11;91;6254706;TO_DATE('2013-12-20','YYYY-MM-DD');0.0;
209;38;27;7;6838123;TO_DATE('2013-10-28','YYYY-MM-DD');0.0;
209;39;18;118;44261;TO_DATE('2014-02-13','YYYY-MM-DD');0.0;
209;39;27;149;4301913;TO_DATE('2014-01-19','YYYY-MM-DD');0.0;
209;40;21;107;88121;TO_DATE('2013-10-17','YYYY-MM-DD');0.0;
209;40;22;43;4887918;TO_DATE('2013-11-03','YYYY-MM-DD');0.0;
209;43;18;42;7133861;TO_DATE('2013-09-02','YYYY-MM-DD');0.0;
209;43;22;12;6811697;TO_DATE('2013-10-18','YYYY-MM-DD');0.0;
209;43;24;196;5710882;TO_DATE('2013-09-04','YYYY-MM-DD');0.0;
209;48;26;28;4657019;TO_DATE('2014-04-09','YYYY-MM-DD');0.0;
209;49;22;177;5036349;TO_DATE('2013-06-01','YYYY-MM-DD');0.0;
209;49;25;149;8184746;TO_DATE('2013-06-16','YYYY-MM-DD');0.0;
211;1;11;192;8436618;TO_DATE('2014-01-05','YYYY-MM-DD');0.0;
211;1;14;51;9228974;TO_DATE('2013-06-24','YYYY-MM-DD');0.0;
211;1;17;86;4752431;TO_DATE('2014-01-03','YYYY-MM-DD');0.0;
211;1;22;85;1593564;TO_DATE('2013-08-18','YYYY-MM-DD');0.0;
211;1;25;9;7563045;TO_DATE('2013-07-14','YYYY-MM-DD');0.0;
211;7;11;170;7154402;TO_DATE('2013-06-05','YYYY-MM-DD');0.0;
211;7;22;22;5333331;TO_DATE('2013-12-23','YYYY-MM-DD');0.0;
211;7;24;14;2363063;TO_DATE('2013-06-06','YYYY-MM-DD');0.0;
211;7;26;168;5513427;TO_DATE('2013-07-04','YYYY-MM-DD');0.0;
211;7;28;45;8746592;TO_DATE('2014-01-22','YYYY-MM-DD');0.0;
211;7;29;189;8604676;TO_DATE('2013-10-16','YYYY-MM-DD');0.0;
211;8;15;81;1292194;TO_DATE('2013-05-08','YYYY-MM-DD');0.0;
211;8;17;36;6357655;TO_DATE('2013-10-23','YYYY-MM-DD');0.0;
211;8;20;140;9214768;TO_DATE('2014-03-07','YYYY-MM-DD');0.0;
211;10;12;200;4347455;TO_DATE('2014-01-20','YYYY-MM-DD');0.0;
211;10;30;196;7248954;TO_DATE('2013-11-12','YYYY-MM-DD');0.0;
211;13;13;12;5888746;TO_DATE('2014-04-08','YYYY-MM-DD');0.0;
211;13;14;92;8337512;TO_DATE('2013-08-14','YYYY-MM-DD');0.0;
211;13;18;53;4526023;TO_DATE('2013-07-05','YYYY-MM-DD');0.0;
211;13;20;100;8989510;TO_DATE('2013-11-03','YYYY-MM-DD');0.0;
211;13;27;44;4200380;TO_DATE('2014-02-15','YYYY-MM-DD');0.0;
211;13;30;53;1775949;TO_DATE('2013-06-02','YYYY-MM-DD');0.0;
211;16;19;118;7547191;TO_DATE('2014-01-20','YYYY-MM-DD');0.0;
211;16;21;144;6750754;TO_DATE('2013-11-29','YYYY-MM-DD');0.0;
211;16;22;170;2233582;TO_DATE('2013-07-29','YYYY-MM-DD');0.0;
211;16;29;82;9729368;TO_DATE('2013-12-30','YYYY-MM-DD');0.0;
211;17;12;199;5486226;TO_DATE('2013-09-06','YYYY-MM-DD');0.0;
211;17;16;127;7823082;TO_DATE('2014-04-24','YYYY-MM-DD');0.0;
211;17;25;182;472052;TO_DATE('2013-07-30','YYYY-MM-DD');0.0;
211;17;27;70;7147627;TO_DATE('2013-04-29','YYYY-MM-DD');0.0;
211;18;13;85;4378701;TO_DATE('2013-10-18','YYYY-MM-DD');0.0;
211;18;18;184;1187206;TO_DATE('2013-12-31','YYYY-MM-DD');0.0;
211;18;19;192;4540865;TO_DATE('2013-10-06','YYYY-MM-DD');0.0;
211;18;20;130;2206335;TO_DATE('2013-10-24','YYYY-MM-DD');0.0;
211;19;14;180;581626;TO_DATE('2013-11-07','YYYY-MM-DD');0.0;
211;19;16;179;1505447;TO_DATE('2013-07-22','YYYY-MM-DD');0.0;
211;19;17;97;4162663;TO_DATE('2014-01-24','YYYY-MM-DD');0.0;
211;19;23;152;7161973;TO_DATE('2013-08-31','YYYY-MM-DD');0.0;
211;19;24;132;211646;TO_DATE('2013-09-15','YYYY-MM-DD');0.0;
211;20;14;56;6088412;TO_DATE('2013-09-04','YYYY-MM-DD');0.0;
211;20;21;17;6971614;TO_DATE('2013-09-10','YYYY-MM-DD');0.0;
211;20;25;14;811483;TO_DATE('2013-12-20','YYYY-MM-DD');0.0;
211;20;27;55;2137839;TO_DATE('2013-07-17','YYYY-MM-DD');0.0;
211;20;30;31;5920311;TO_DATE('2013-10-20','YYYY-MM-DD');0.0;
211;21;20;196;3689363;TO_DATE('2014-04-21','YYYY-MM-DD');0.0;
211;21;21;152;5406250;TO_DATE('2014-01-12','YYYY-MM-DD');0.0;
211;21;25;46;1144255;TO_DATE('2013-05-26','YYYY-MM-DD');0.0;
211;25;15;72;4826902;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
211;25;17;198;8916842;TO_DATE('2014-02-10','YYYY-MM-DD');0.0;
211;25;25;51;3518605;TO_DATE('2013-11-23','YYYY-MM-DD');0.0;
211;25;26;87;6874397;TO_DATE('2013-06-10','YYYY-MM-DD');0.0;
211;26;17;131;6544651;TO_DATE('2013-05-13','YYYY-MM-DD');0.0;
211;26;22;47;1594251;TO_DATE('2014-02-19','YYYY-MM-DD');0.0;
211;26;29;164;8466151;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
211;27;13;80;8719759;TO_DATE('2013-12-10','YYYY-MM-DD');0.0;
211;27;18;149;3231424;TO_DATE('2013-12-06','YYYY-MM-DD');0.0;
211;27;27;163;3544762;TO_DATE('2013-11-13','YYYY-MM-DD');0.0;
211;27;28;135;4111606;TO_DATE('2013-11-10','YYYY-MM-DD');0.0;
211;27;30;55;6058460;TO_DATE('2014-03-29','YYYY-MM-DD');0.0;
211;33;20;170;7057226;TO_DATE('2013-09-17','YYYY-MM-DD');0.0;
211;33;22;135;8742756;TO_DATE('2014-04-17','YYYY-MM-DD');0.0;
211;33;29;73;9967883;TO_DATE('2013-08-25','YYYY-MM-DD');0.0;
211;34;11;14;3273349;TO_DATE('2013-10-27','YYYY-MM-DD');0.0;
211;34;12;190;819821;TO_DATE('2014-01-13','YYYY-MM-DD');0.0;
211;34;18;178;6203905;TO_DATE('2014-01-06','YYYY-MM-DD');0.0;
211;34;22;87;3345788;TO_DATE('2013-11-27','YYYY-MM-DD');0.0;
211;37;22;166;76446;TO_DATE('2013-09-23','YYYY-MM-DD');0.0;
211;37;25;16;8853733;TO_DATE('2013-10-14','YYYY-MM-DD');0.0;
211;40;11;91;2709615;TO_DATE('2014-01-23','YYYY-MM-DD');0.0;
211;40;17;1;2859330;TO_DATE('2014-02-01','YYYY-MM-DD');0.0;
211;40;21;172;8963509;TO_DATE('2014-02-01','YYYY-MM-DD');0.0;
211;40;22;164;1273758;TO_DATE('2013-10-31','YYYY-MM-DD');0.0;
211;40;30;49;3711683;TO_DATE('2013-05-26','YYYY-MM-DD');0.0;
211;41;13;60;2251034;TO_DATE('2013-07-07','YYYY-MM-DD');0.0;
211;41;14;187;3091671;TO_DATE('2013-06-23','YYYY-MM-DD');0.0;
211;41;15;55;441011;TO_DATE('2014-02-11','YYYY-MM-DD');0.0;
211;41;18;197;7089521;TO_DATE('2014-03-19','YYYY-MM-DD');0.0;
211;41;20;52;8126556;TO_DATE('2014-03-05','YYYY-MM-DD');0.0;
211;41;25;57;6005;TO_DATE('2014-02-28','YYYY-MM-DD');0.0;
211;41;28;131;7448983;TO_DATE('2013-11-04','YYYY-MM-DD');0.0;
211;42;12;99;9917747;TO_DATE('2013-10-11','YYYY-MM-DD');0.0;
211;42;13;134;5481085;TO_DATE('2013-08-28','YYYY-MM-DD');0.0;
211;42;19;176;4173918;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
211;42;22;127;2184512;TO_DATE('2014-02-11','YYYY-MM-DD');0.0;
211;42;24;162;9993139;TO_DATE('2013-08-27','YYYY-MM-DD');0.0;
211;43;13;100;114355;TO_DATE('2013-10-29','YYYY-MM-DD');0.0;
211;43;16;32;1416032;TO_DATE('2014-03-06','YYYY-MM-DD');0.0;
211;43;23;37;3750106;TO_DATE('2013-09-23','YYYY-MM-DD');0.0;
211;43;24;60;5411695;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
211;43;26;47;4794974;TO_DATE('2013-05-21','YYYY-MM-DD');0.0;
211;45;11;149;1107605;TO_DATE('2013-06-18','YYYY-MM-DD');0.0;
211;45;15;23;814733;TO_DATE('2013-05-16','YYYY-MM-DD');0.0;
211;45;16;35;6086550;TO_DATE('2013-07-03','YYYY-MM-DD');0.0;
211;45;26;171;1511197;TO_DATE('2013-10-31','YYYY-MM-DD');0.0;
211;45;27;181;2743014;TO_DATE('2013-06-17','YYYY-MM-DD');0.0;
211;47;13;68;1648964;TO_DATE('2013-05-11','YYYY-MM-DD');0.0;
211;47;21;95;5117385;TO_DATE('2013-07-07','YYYY-MM-DD');0.0;
211;47;22;132;107139;TO_DATE('2013-10-02','YYYY-MM-DD');0.0;
211;47;27;20;3812168;TO_DATE('2013-07-16','YYYY-MM-DD');0.0;
211;50;13;180;6585531;TO_DATE('2013-07-31','YYYY-MM-DD');0.0;
211;50;15;80;3336660;TO_DATE('2013-05-23','YYYY-MM-DD');0.0;
211;50;17;86;4052581;TO_DATE('2013-07-17','YYYY-MM-DD');0.0;
211;50;19;108;6763741;TO_DATE('2013-12-25','YYYY-MM-DD');0.0;
211;50;22;46;1215586;TO_DATE('2013-10-26','YYYY-MM-DD');0.0;
211;50;24;199;8912139;TO_DATE('2013-12-01','YYYY-MM-DD');0.0;
211;50;26;173;8433063;TO_DATE('2014-02-09','YYYY-MM-DD');0.0;
211;50;27;128;3479645;TO_DATE('2013-11-02','YYYY-MM-DD');0.0;
211;50;28;76;3179642;TO_DATE('2013-06-20','YYYY-MM-DD');0.0;
212;1;15;115;7453725;TO_DATE('2013-11-27','YYYY-MM-DD');0.0;
212;1;16;145;3107713;TO_DATE('2013-11-24','YYYY-MM-DD');0.0;
212;1;19;126;4273803;TO_DATE('2013-07-22','YYYY-MM-DD');0.0;
212;4;11;111;7522983;TO_DATE('2013-09-17','YYYY-MM-DD');0.0;
212;4;13;39;50896;TO_DATE('2013-05-07','YYYY-MM-DD');0.0;
212;4;14;126;8181196;TO_DATE('2014-03-06','YYYY-MM-DD');0.0;
212;4;15;52;3638907;TO_DATE('2014-01-30','YYYY-MM-DD');0.0;
212;4;16;23;6046926;TO_DATE('2013-09-07','YYYY-MM-DD');0.0;
212;4;20;105;138218;TO_DATE('2014-03-25','YYYY-MM-DD');0.0;
212;4;27;90;5337145;TO_DATE('2014-02-16','YYYY-MM-DD');0.0;
212;4;29;144;2612552;TO_DATE('2013-05-19','YYYY-MM-DD');0.0;
212;10;17;104;2087181;TO_DATE('2013-07-17','YYYY-MM-DD');0.0;
212;10;23;190;4850830;TO_DATE('2013-12-31','YYYY-MM-DD');0.0;
212;11;11;114;5022453;TO_DATE('2013-05-05','YYYY-MM-DD');0.0;
212;11;17;96;2041596;TO_DATE('2013-04-30','YYYY-MM-DD');0.0;
212;11;18;60;5737576;TO_DATE('2013-07-21','YYYY-MM-DD');0.0;
212;11;25;53;8010785;TO_DATE('2013-10-16','YYYY-MM-DD');0.0;
212;14;25;25;9540895;TO_DATE('2013-10-24','YYYY-MM-DD');0.0;
212;14;28;37;2912340;TO_DATE('2013-05-10','YYYY-MM-DD');0.0;
212;14;30;132;2695258;TO_DATE('2013-11-04','YYYY-MM-DD');0.0;
212;18;12;150;5849896;TO_DATE('2013-05-21','YYYY-MM-DD');0.0;
212;18;19;63;7832005;TO_DATE('2014-04-17','YYYY-MM-DD');0.0;
212;18;21;37;3699849;TO_DATE('2014-03-17','YYYY-MM-DD');0.0;
212;18;24;133;9383167;TO_DATE('2014-04-23','YYYY-MM-DD');0.0;
212;18;27;18;3076484;TO_DATE('2013-06-04','YYYY-MM-DD');0.0;
212;18;29;183;3735410;TO_DATE('2013-05-15','YYYY-MM-DD');0.0;
212;19;12;23;8575162;TO_DATE('2014-02-22','YYYY-MM-DD');0.0;
212;19;21;121;4057507;TO_DATE('2013-11-26','YYYY-MM-DD');0.0;
212;21;18;3;5196648;TO_DATE('2013-06-27','YYYY-MM-DD');0.0;
212;21;21;200;9206174;TO_DATE('2014-03-16','YYYY-MM-DD');0.0;
212;21;24;12;9293495;TO_DATE('2014-02-26','YYYY-MM-DD');0.0;
212;21;25;169;5865877;TO_DATE('2014-02-19','YYYY-MM-DD');0.0;
212;21;26;114;606528;TO_DATE('2013-08-09','YYYY-MM-DD');0.0;
212;21;27;183;9724469;TO_DATE('2013-07-24','YYYY-MM-DD');0.0;
212;21;29;198;3260450;TO_DATE('2013-08-05','YYYY-MM-DD');0.0;
212;24;13;196;717322;TO_DATE('2013-07-18','YYYY-MM-DD');0.0;
212;24;21;69;8603520;TO_DATE('2014-03-11','YYYY-MM-DD');0.0;
212;24;23;119;5296338;TO_DATE('2014-02-17','YYYY-MM-DD');0.0;
212;29;14;131;5028016;TO_DATE('2013-09-06','YYYY-MM-DD');0.0;
212;29;15;32;954538;TO_DATE('2013-12-13','YYYY-MM-DD');0.0;
212;29;21;97;2841325;TO_DATE('2013-11-04','YYYY-MM-DD');0.0;
212;29;23;160;7717805;TO_DATE('2013-12-30','YYYY-MM-DD');0.0;
212;29;28;126;7976875;TO_DATE('2013-08-20','YYYY-MM-DD');0.0;
212;34;14;79;1095603;TO_DATE('2014-02-02','YYYY-MM-DD');0.0;
212;34;16;73;3794946;TO_DATE('2013-12-31','YYYY-MM-DD');0.0;
212;34;20;33;3764381;TO_DATE('2013-12-04','YYYY-MM-DD');0.0;
212;34;24;79;3103411;TO_DATE('2014-01-07','YYYY-MM-DD');0.0;
212;34;25;144;3179465;TO_DATE('2013-10-06','YYYY-MM-DD');0.0;
212;34;26;67;6009271;TO_DATE('2014-01-07','YYYY-MM-DD');0.0;
212;34;28;133;7088218;TO_DATE('2013-08-11','YYYY-MM-DD');0.0;
212;35;12;180;3469178;TO_DATE('2013-11-09','YYYY-MM-DD');0.0;
212;35;23;114;1309023;TO_DATE('2014-01-01','YYYY-MM-DD');0.0;
212;35;29;21;5598044;TO_DATE('2014-01-29','YYYY-MM-DD');0.0;
212;37;20;164;7441785;TO_DATE('2013-05-30','YYYY-MM-DD');0.0;
212;37;23;61;6083552;TO_DATE('2013-07-31','YYYY-MM-DD');0.0;
212;37;24;128;6435080;TO_DATE('2013-08-06','YYYY-MM-DD');0.0;
212;37;25;175;1305866;TO_DATE('2013-12-29','YYYY-MM-DD');0.0;
212;39;13;13;2909182;TO_DATE('2014-04-12','YYYY-MM-DD');0.0;
212;39;25;56;7832920;TO_DATE('2014-01-08','YYYY-MM-DD');0.0;
212;39;26;1;3172556;TO_DATE('2013-06-18','YYYY-MM-DD');0.0;
212;40;11;14;5804582;TO_DATE('2014-02-08','YYYY-MM-DD');0.0;
212;40;14;124;8133640;TO_DATE('2013-12-20','YYYY-MM-DD');0.0;
212;40;16;197;3207817;TO_DATE('2014-02-15','YYYY-MM-DD');0.0;
212;40;22;64;6674954;TO_DATE('2014-04-02','YYYY-MM-DD');0.0;
212;43;15;99;8438279;TO_DATE('2013-06-15','YYYY-MM-DD');0.0;
212;43;24;117;3818047;TO_DATE('2014-01-22','YYYY-MM-DD');0.0;
