COD_BODEGA;COD_PEDIDO;
582;3871977;
4127;4566834;
3988;4566834;
2756;1236642;
1677;1236642;
3234;1236642;
2874;1236642;
3708;1236642;
455;6656202;
4108;6656202;
3708;3782794;
2348;3782794;
3844;3782794;
1360;2976042;
108;2739589;
1516;2739589;
2174;2739589;
2925;3718473;
2244;3718473;
4131;3718473;
4084;3718473;
2338;9730232;
2903;9730232;
3174;9730232;
1887;5502658;
2376;5502658;
2787;5310702;
414;5310702;
45;5477404;
2578;5477404;
603;5477404;
78;5477404;
1251;5477404;
2500;3153769;
427;3153769;
3396;3153769;
3967;3153769;
4013;5974213;
4212;5974213;
3963;989722;
3832;5918630;
3940;5918630;
3207;5918630;
3463;5918630;
2168;7548608;
4083;3190099;
2495;3190099;
2860;3190099;
3692;9748403;
1830;9748403;
3627;4852966;
1281;4852966;
3473;4852966;
4026;4852966;
3868;131119;
1215;6094828;
874;6094828;
1700;9521724;
166;9521724;
3966;9521724;
874;7384816;
637;8830459;
3171;8830459;
691;8321532;
754;8321532;
1545;8846329;
952;3931690;
17;3931690;
3399;8916027;
2475;8916027;
3674;8916027;
2062;8916027;
1789;2990649;
2417;342499;
2423;342499;
3186;342499;
3144;342499;
2165;5316069;
470;5316069;
2684;5316069;
2805;5316069;
2590;5316069;
964;9060639;
3495;9060639;
3416;9060639;
756;2367840;
4010;2367840;
3351;7797619;
4037;7797619;
2053;7797619;
856;7797619;
883;4867806;
240;9475198;
1281;9475198;
386;1291018;
458;1291018;
823;1291018;
2404;2160989;
1130;7954899;
859;3585846;
4473;3585846;
1535;3585846;
3567;3585846;
725;3585846;
4;8889798;
262;8889798;
4060;8889798;
2984;8889798;
2535;8889798;
1452;2914990;
3126;2914990;
1060;2914990;
815;2914990;
144;4782194;
695;4782194;
186;2938871;
2155;3247074;
855;3247074;
2027;3247074;
3602;3247074;
1232;3247074;
1896;6435204;
2974;6992007;
470;6992007;
4227;6992007;
4030;6992007;
2065;5620681;
3408;5620681;
2898;6871666;
288;6871666;
1337;3127861;
4192;3127861;
3614;3127861;
1471;3127861;
3089;8496760;
1647;8496760;
4469;8496760;
1534;8496760;
4025;769088;
1776;769088;
3351;769088;
3257;769088;
4031;769088;
1370;1325126;
4080;597544;
157;597544;
3418;597544;
1005;597544;
2931;3004383;
7;3004383;
2383;8258033;
21;8258033;
1489;8258033;
493;5271715;
2199;4712755;
4210;9014252;
2507;9014252;
2230;9014252;
2903;9014252;
1199;3819843;
849;4284573;
2383;4284573;
1484;4284573;
1966;4284573;
876;1958676;
3434;1958676;
4203;1958676;
18;1958676;
2906;2865239;
2861;2865239;
1785;2865239;
4357;595106;
1589;595106;
801;595106;
3658;1227505;
2893;1227505;
1517;1227505;
1474;4869009;
6;4869009;
2981;6554166;
2095;6554166;
2715;6554166;
4096;6554166;
2203;1723066;
400;1723066;
3338;1723066;
2900;6111972;
2534;6111972;
3135;6111972;
3544;6111972;
2726;7195124;
2000;7195124;
2885;5677900;
1626;5677900;
1414;5677900;
3583;5677900;
703;9961015;
1899;9450302;
1647;9450302;
557;8208519;
1684;5274;
1959;5010437;
4000;5010437;
2;5010437;
3881;4085789;
1791;4085789;
2361;4085789;
1769;6212531;
3397;6212531;
3777;8211293;
323;721813;
2989;721813;
1962;393770;
1818;393770;
2290;393770;
31;393770;
3828;4456756;
1582;4456756;
1083;4456756;
447;4456756;
790;4456756;
331;4091490;
837;4091490;
993;4091490;
4163;4091490;
899;2917320;
4078;8748146;
484;8748146;
4358;8748146;
3812;8748146;
1509;2623696;
3611;2623696;
145;7462829;
678;7462829;
2267;9213621;
724;9213621;
1225;6648387;
2017;6648387;
2707;6648387;
66;610433;
2201;610433;
2283;610433;
1591;6899268;
3172;6899268;
3146;5947191;
912;5947191;
321;5947191;
2878;9500813;
3683;9500813;
727;9500813;
3430;9500813;
4155;9500813;
741;459816;
1224;459816;
3002;459816;
2814;6394365;
1525;6394365;
527;6394365;
2948;4508138;
423;3995422;
2358;3995422;
497;3995422;
1284;3995422;
637;3995422;
2750;1810563;
742;369038;
1942;369038;
3882;369038;
4470;369038;
4436;9421706;
2766;9421706;
1895;9421706;
2933;9421706;
1985;9421706;
1091;4218714;
2488;4218714;
3667;2782843;
3849;5058734;
3937;5058734;
3753;822222;
745;822222;
4494;822222;
49;822222;
1699;822222;
2128;8159333;
673;8159333;
965;8159333;
4241;8159333;
3771;7260801;
1425;7260801;
1810;7260801;
3178;2812799;
1344;1780841;
325;1780841;
2353;1780841;
2015;2761992;
255;2761992;
3988;2761992;
909;2761992;
2583;2761992;
468;8618351;
878;8618351;
1648;8618351;
1207;8618351;
3270;8618351;
650;8901654;
3139;8901654;
3957;165680;
2753;165680;
3085;953293;
1706;953293;
275;953293;
3408;953293;
848;953293;
4431;6837084;
4368;6837084;
4317;6837084;
1933;3415512;
3087;3415512;
926;3415512;
3609;3415512;
9;3415512;
763;2735749;
1028;2735749;
291;2735749;
2395;2735749;
4350;2735749;
15;2895761;
2461;2895761;
2724;2895761;
4308;8348452;
539;8348452;
1012;8348452;
2885;8348452;
1855;4321195;
1127;4321195;
2392;4321195;
1975;4321195;
258;9648004;
852;9648004;
3627;9648004;
4428;9648004;
1794;9648004;
2927;2237833;
309;2237833;
3040;2237833;
2790;3003060;
921;527937;
2195;527937;
3358;527937;
293;3826123;
1302;3826123;
1177;3826123;
955;3826123;
2396;7964958;
3282;7964958;
3760;6782777;
4455;6782777;
2419;6782777;
4327;6782777;
1477;6782777;
2198;2869336;
3371;2869336;
1305;8677296;
2632;4929062;
2329;4929062;
1543;4929062;
2519;4929062;
655;2008858;
3975;2766991;
583;2766991;
2946;2766991;
3996;4533838;
1232;4533838;
2896;5020911;
4480;5020911;
181;5020911;
1909;5020911;
1356;5020911;
3503;7807530;
344;7807530;
2716;7807530;
3057;9491614;
3094;6638372;
3108;6638372;
3480;5393200;
401;5393200;
3564;5393200;
3230;5393200;
4330;5393200;
618;4104988;
16;4104988;
4104;4104988;
665;8514738;
1115;8514738;
907;8514738;
4393;8514738;
283;9380043;
1278;9380043;
4319;9380043;
4420;844333;
909;844333;
4189;9249947;
2947;9249947;
3387;9249947;
3283;9249947;
4460;8920858;
2291;8920858;
4052;8920858;
4088;8920858;
1149;2570886;
2302;2570886;
2751;2570886;
3385;5879913;
3265;5879913;
569;2472705;
1909;2472705;
921;8566638;
1468;8566638;
932;212246;
4122;212246;
2349;212246;
1315;5571878;
3874;9400965;
1484;9400965;
2640;8881877;
46;8275811;
2076;8275811;
4305;8422254;
1511;8422254;
892;2002110;
451;2224386;
4220;1839497;
1718;1839497;
17;5951047;
315;4353461;
1428;4353461;
3387;2439058;
3491;2439058;
845;2439058;
2390;2439058;
3549;1057689;
3871;8576877;
4308;8576877;
2154;8254201;
2064;5481383;
1823;5481383;
1674;5481383;
3851;296832;
2224;296832;
881;296832;
1986;4998524;
129;9944000;
1613;9944000;
1715;9944000;
508;2025530;
2216;2025530;
617;2025530;
2754;2173110;
3839;2218868;
3649;2218868;
1426;2218868;
2642;2218868;
2496;4158064;
4331;4158064;
2107;5543879;
4292;5543879;
3759;5543879;
1338;5315419;
1759;5315419;
3315;3359050;
782;3359050;
4326;3359050;
1971;7258394;
2808;7258394;
2004;7258394;
347;7258394;
753;7258394;
2090;2681358;
461;664301;
1889;664301;
2994;664301;
493;664301;
2076;664301;
4374;5824217;
3728;5824217;
2583;5824217;
2983;5824217;
1953;5824217;
3834;9333431;
3189;7182563;
4302;7182563;
979;4208155;
4122;4208155;
1455;7338524;
1437;7338524;
1335;7338524;
687;7338524;
1497;6551365;
1417;6551365;
3384;2653170;
2127;2653170;
1286;2653170;
2911;2653170;
769;2653170;
2409;8666225;
3183;8666225;
373;8666225;
53;4895138;
2189;4895138;
582;4895138;
2100;4895138;
372;9967686;
809;9967686;
2698;9967686;
2807;9967686;
1485;9967686;
1615;7640096;
680;5128908;
3466;5128908;
2739;5128908;
2180;5128908;
1091;5128908;
3368;9816244;
187;9816244;
3570;9816244;
597;9816244;
3093;512910;
3920;512910;
1886;512910;
2428;512910;
3472;512910;
3154;7421038;
2765;7421038;
1394;6393734;
164;6393734;
2615;9451815;
1110;9451815;
2964;9451815;
4145;9451815;
4356;5460709;
2847;5460709;
3280;5460709;
3168;5474872;
283;2159654;
1676;122283;
3147;122283;
1521;122283;
2952;122283;
2399;2805096;
777;4738698;
3599;4738698;
2687;3120101;
3620;3120101;
3082;9342161;
2002;9342161;
1447;9342161;
139;5198062;
4148;5758179;
2306;5758179;
653;5758179;
2100;5758179;
87;8782780;
4450;8782780;
2850;8782780;
4283;4277853;
2621;4277853;
3171;7073840;
3190;7073840;
3923;297903;
2984;3731699;
587;3731699;
3343;3731699;
1527;2400739;
2002;2400739;
3327;5280058;
2041;5280058;
1658;5121295;
3118;5121295;
2065;8815563;
3789;8815563;
3952;8815563;
3766;1623806;
1084;1212717;
3195;1212717;
2375;6151044;
1183;8537470;
2578;283181;
3936;283181;
1891;283181;
3550;283181;
1889;283181;
3580;137527;
2362;3810288;
1837;3810288;
1373;3255135;
2302;3255135;
3268;8810012;
4139;8810012;
1582;4001749;
2711;4414693;
1879;4414693;
1276;4414693;
3794;4414693;
3351;4414693;
3221;6274481;
2688;6274481;
1794;4529017;
1918;4529017;
965;4529017;
2730;4529017;
301;9893221;
1834;3248104;
2275;3248104;
1929;6717100;
1029;6717100;
222;6717100;
1088;6717100;
1285;9621059;
2740;9621059;
4338;9621059;
4367;9621059;
1097;187617;
2328;187617;
1416;4422706;
2524;4422706;
3342;8455676;
1375;8525797;
3603;8525797;
1118;8525797;
1912;8525797;
3904;322786;
3175;322786;
3025;322786;
4133;322786;
143;6688432;
3787;6688432;
4187;6688432;
1861;7807233;
1644;7807233;
2161;7807233;
2111;7807233;
4148;7807233;
4428;8462291;
2786;4741395;
3462;4741395;
3370;4741395;
1579;4775082;
3168;4775082;
1759;4458319;
4350;4458319;
1705;4458319;
4122;4458319;
1074;4458319;
28;6690767;
2249;6690767;
840;6690767;
2914;6445419;
49;8589203;
3782;6847625;
726;6847625;
2350;6847625;
542;6847625;
1663;7316857;
1509;7316857;
2541;5302094;
1706;5302094;
3297;5302094;
467;5302094;
757;557035;
3775;7079067;
1754;7079067;
3295;5495713;
2684;5495713;
447;5495713;
373;5495713;
1371;5495713;
661;6903516;
2651;6284341;
4013;9989336;
2324;9989336;
2832;9989336;
1441;7198831;
2842;7198831;
3254;7198831;
4085;7198831;
978;9782226;
2365;9782226;
3381;2750713;
4457;8824939;
3021;4610410;
1251;4610410;
2856;4610410;
258;4610410;
1395;4610410;
90;279026;
381;3501825;
4286;3501825;
1973;6137331;
448;6137331;
1567;6137331;
177;6531537;
4147;4488200;
67;4488200;
2194;4488200;
3481;4488200;
419;8917045;
3909;8917045;
2705;8917045;
4146;8917045;
459;8917045;
26;1830762;
10;4160744;
2894;6681648;
1539;6681648;
381;2470147;
2885;2470147;
2998;2470147;
3420;2451724;
578;2451724;
2359;8922763;
939;8922763;
138;8922763;
305;8922763;
1875;8922763;
1949;6716993;
1684;6716993;
4361;6716993;
1279;9182378;
2636;9182378;
4012;9182378;
3758;9643499;
125;9643499;
3988;9643499;
4259;9643499;
3172;2438354;
3477;5653199;
1115;5653199;
3305;5653199;
2159;8762876;
3317;8762876;
4150;6785234;
1394;6785234;
2631;6785234;
4069;6785234;
1862;4683429;
3183;4683429;
1888;6199672;
1065;5661201;
516;5661201;
3532;5661201;
1566;5894458;
2099;5894458;
2506;5894458;
291;5894458;
1204;8282928;
1040;7147227;
526;7147227;
1339;7147227;
3558;7147227;
1899;7092457;
4059;7092457;
772;7092457;
2367;7092457;
204;409148;
3909;6983727;
1683;5336426;
680;9838457;
1067;9092695;
839;9092695;
1221;9092695;
2328;9092695;
4214;6928423;
117;6928423;
2804;4082941;
1245;4082941;
1934;4280105;
3966;4280105;
1717;8331055;
1633;8228430;
187;8228430;
624;9906005;
3235;9906005;
3836;9906005;
2488;9906005;
3401;9906005;
3845;6206358;
446;6206358;
2360;6206358;
2332;5128412;
3625;5229338;
2927;5229338;
3763;5229338;
1593;5229338;
186;5229338;
3941;6874600;
3387;3565185;
2862;8569089;
2140;8569089;
892;8569089;
3171;6363111;
4417;6363111;
816;6363111;
4097;6363111;
4067;6949880;
1319;6949880;
635;6949880;
2517;8775046;
893;8775046;
3925;8775046;
4124;8775046;
907;7902378;
1518;6545450;
2327;3446083;
3616;3446083;
531;3446083;
2976;3446083;
385;3446083;
2374;4203739;
1826;4203739;
2582;4203739;
3633;4203739;
348;2588912;
2290;2588912;
3908;2588912;
3936;8006866;
211;8006866;
2668;8006866;
339;8006866;
4487;8006866;
2987;6515262;
1975;6515262;
2766;2938043;
3291;2938043;
2148;6423695;
1905;6423695;
906;6336743;
84;6336743;
3425;6336743;
1510;6336743;
1694;6336743;
2548;4074733;
1217;4074733;
468;4074733;
2817;4074733;
1412;6716376;
660;9317270;
954;9317270;
2415;9317270;
3190;3760774;
517;3854344;
1293;4592327;
261;3305478;
2815;3305478;
4062;3305478;
3839;3305478;
2877;3305478;
3289;8308924;
306;8308924;
2907;8308924;
1259;7345899;
298;7345899;
3170;7345899;
3059;9583251;
4261;132404;
1575;132404;
3933;9171886;
686;9171886;
188;9285384;
1090;9285384;
1773;9285384;
144;4116388;
2028;4116388;
2062;4116388;
69;6332214;
797;6332214;
2477;6332214;
3496;6332214;
2403;7737845;
4452;7737845;
1579;7737845;
1564;3070204;
2386;3070204;
1200;3070204;
4458;9394923;
1026;9394923;
2776;9394923;
320;7416598;
3310;7416598;
3981;7416598;
2779;7416598;
2471;7416598;
410;8260278;
1245;8260278;
126;8260278;
2473;8260278;
4384;8260278;
587;7153622;
3031;7153622;
3880;7153622;
1958;1263944;
3672;1263944;
242;1263944;
28;1263944;
1136;1263944;
116;3566894;
2396;5928292;
2966;5928292;
2610;9130964;
2196;9130964;
1100;9130964;
365;9130964;
216;5121189;
3237;5121189;
1845;5121189;
1879;5532266;
3045;8823770;
200;1187497;
1573;1023880;
2477;1023880;
1107;1023880;
4481;712838;
2774;5300304;
1775;5300304;
1569;5300304;
1392;5300304;
2696;3006218;
1542;3486671;
733;3486671;
4401;8383430;
4437;8383430;
2876;8383430;
4393;8383430;
3440;4497385;
1925;4497385;
2472;8473895;
120;8473895;
3763;8473895;
2033;8473895;
1272;8473895;
248;7395768;
570;7395768;
1955;7395768;
2509;4803106;
3886;8296030;
4124;8296030;
3497;8296030;
4483;8296030;
3056;8296030;
4039;8141286;
11;8141286;
4070;8141286;
3532;1633903;
2088;1633903;
5;1633903;
3413;9251229;
1090;2492529;
2852;2492529;
4142;2492529;
885;2492529;
475;8304827;
2581;3686117;
765;3686117;
2449;3686117;
100;3686117;
3385;3686117;
1960;9263280;
2913;9263280;
1533;9263280;
2766;9263280;
2469;9263280;
1311;3282873;
121;3282873;
3302;3282873;
4133;3282873;
1337;3282873;
1357;9456699;
3718;7580666;
322;7580666;
2575;7580666;
2519;7580666;
4191;5884385;
683;2995824;
757;2995824;
1500;2995824;
2021;9412393;
958;9815906;
2381;9815906;
338;9815906;
4427;9815906;
4211;1802526;
566;1802526;
3632;1802526;
3871;1802526;
3182;1802526;
4012;7904483;
81;7904483;
1468;2455736;
1153;2455736;
3029;5251982;
50;5251982;
4445;5251982;
4362;5251982;
1634;5105442;
4382;5105442;
450;5105442;
554;5105442;
2024;545358;
2374;4841456;
2597;4841456;
3310;4841456;
2729;636427;
892;636427;
3717;636427;
2129;1429397;
2502;2079276;
3522;2079276;
3741;7943550;
4400;2074225;
2774;2074225;
3855;2074225;
4118;7123289;
381;4198380;
2608;4198380;
3310;7340506;
762;7340506;
906;7340506;
2419;7340506;
3462;7340506;
3337;5352817;
851;5352817;
1669;5352817;
877;6455811;
262;4571989;
2900;4571989;
1874;4571989;
1923;4571989;
2384;8885662;
440;8885662;
3944;8885662;
1084;7244533;
1704;7244533;
149;7244533;
2367;7244533;
4483;6110695;
2259;6110695;
605;6110695;
1429;6110695;
1469;7203837;
1454;7203837;
28;6413976;
3923;8256140;
468;8256140;
1950;2141341;
2377;2141341;
2889;2141341;
4420;4511654;
3439;5130344;
2245;5130344;
1261;5130344;
1636;8545588;
1393;8545588;
1955;8545588;
1208;8545588;
2428;4216577;
2637;4216577;
2207;4216577;
1373;4216577;
2161;4216577;
718;2102545;
2619;2102545;
2435;2102545;
4173;9472397;
1670;9472397;
2501;9472397;
3392;9472397;
4036;9074082;
3535;9074082;
2296;4956914;
1143;4956914;
2195;4956914;
3704;4956914;
1784;4362971;
1126;4362971;
76;4362971;
465;4362971;
3718;1962712;
1241;1962712;
1308;1962712;
3204;1962712;
3061;9101117;
1491;9101117;
1996;4429736;
1102;4429736;
3828;4429736;
3475;4429736;
532;274768;
3709;274768;
2405;274768;
2736;9031550;
1620;9031550;
3478;9031550;
2039;9031550;
4327;2651005;
1426;2651005;
1413;2651005;
4102;2651005;
1919;8175146;
254;8175146;
3829;8175146;
506;8175146;
313;1474685;
3020;9807171;
1603;9807171;
899;9807171;
3068;3213024;
312;3213024;
1070;3213024;
3130;5443561;
958;5443561;
261;5443561;
3743;314668;
1827;314668;
834;314668;
3696;314668;
2735;5317307;
2231;2649774;
1230;2649774;
3915;2649774;
159;2649774;
3804;4710693;
3801;4710693;
2474;9746859;
591;9746859;
1758;9746859;
780;9746859;
1571;9746859;
355;2279980;
2710;2279980;
198;6387531;
2886;6387531;
2173;6387531;
3397;445344;
1271;445344;
2993;445344;
1151;445344;
178;445344;
3714;9196019;
2957;7390604;
943;4445661;
4089;4445661;
4090;4445661;
3305;4445661;
3318;3436873;
3307;3436873;
1177;3436873;
2793;7700830;
3425;7536417;
3373;7536417;
1681;7536417;
441;7536417;
4121;6209355;
1071;7682683;
3404;7682683;
974;7682683;
3356;3646639;
710;3646639;
2916;3646639;
3441;5378913;
916;5378913;
2130;5378913;
2471;6911715;
3379;6911715;
157;6911715;
2840;7357871;
1564;7357871;
1198;7357871;
648;9769938;
1319;9769938;
1819;9769938;
4384;5991882;
1633;5991882;
3241;5991882;
1718;5991882;
1782;7801531;
2597;7801531;
3441;7801531;
4068;9109551;
2601;5134532;
4057;5134532;
2851;5134532;
830;5134532;
3100;6632531;
1668;6632531;
2537;4785236;
4472;4785236;
3367;1862793;
107;1712373;
3996;1712373;
3227;1712373;
3452;1712373;
3020;3832739;
138;6540365;
297;6540365;
3401;6540365;
3798;9940168;
4106;8513466;
1308;7318262;
186;7318262;
3152;7318262;
2763;3481318;
2421;1074348;
1811;1074348;
4450;1074348;
3896;6463357;
1019;1644821;
1207;9642109;
3336;9642109;
4291;9642109;
1527;4135060;
662;4135060;
13;2442760;
3554;6301793;
4323;6301793;
4261;6301793;
1199;8495817;
3537;8495817;
2404;8495817;
2231;8495817;
3018;3566931;
4217;3566931;
4119;875958;
4269;875958;
2660;875958;
477;4629463;
498;1073417;
329;1073417;
65;1073417;
2116;1073417;
3130;7744217;
3347;7744217;
3917;7744217;
1051;5417005;
1480;5417005;
2919;5417005;
3564;5417005;
2249;5417005;
3804;15431;
1530;15431;
3116;7887156;
2143;7887156;
182;7887156;
3481;7887156;
997;7019366;
736;3678113;
1991;3678113;
600;3678113;
670;3678113;
1406;6793151;
299;6793151;
4355;3911854;
4040;3911854;
1125;3911854;
3219;3911854;
4338;986367;
4048;986367;
1954;986367;
3718;986367;
1649;3882127;
1173;9275508;
3133;9275508;
4246;9275508;
3160;9275508;
905;9275508;
1924;8374788;
1432;8374788;
3732;8374788;
2884;6235025;
367;6235025;
1352;2508492;
582;2508492;
1634;2508492;
3994;8979434;
2349;8979434;
2924;8979434;
3500;8979434;
4343;7125778;
2906;7125778;
1184;7125778;
4383;6091785;
1791;6091785;
2057;6091785;
751;6091785;
3727;8897647;
3238;8897647;
2441;2047905;
3846;2047905;
700;2047905;
2848;2047905;
1347;4869887;
120;2253484;
69;2253484;
2715;2253484;
2908;5640625;
3454;5640625;
4055;2099688;
212;2099688;
2610;5065059;
75;5065059;
93;5065059;
1097;7390312;
3100;7390312;
3723;467924;
3018;467924;
4167;467924;
4151;467924;
4468;5566806;
3620;3829729;
4345;9018336;
3202;9018336;
264;1072266;
211;1072266;
2966;5184411;
4107;5184411;
596;5184411;
2233;6493196;
352;6493196;
3994;6493196;
4230;5107365;
851;5107365;
2756;5107365;
1135;5001534;
1257;5001534;
314;5001534;
3458;9806896;
2291;9806896;
1843;9806896;
2242;660842;
835;556624;
3830;556624;
1961;556624;
3637;1620267;
2144;1620267;
2501;1620267;
2175;4182869;
3150;4182869;
4229;4182869;
1103;3337618;
3957;3337618;
4053;3337618;
176;2063218;
244;2063218;
997;2063218;
1003;2063218;
1810;7852779;
2854;7852779;
1053;7852779;
1987;7852779;
2676;7852779;
3326;6153755;
2042;6034463;
996;6034463;
81;6034463;
2404;6034463;
330;6034463;
4220;3746444;
4109;3746444;
1902;3746444;
2314;414521;
1446;414521;
538;414521;
4236;414521;
3641;4266754;
1455;4266754;
46;4266754;
3583;4266754;
3910;8422120;
3240;8422120;
3451;8422120;
74;8422120;
2064;8422120;
1289;5623457;
1903;5623457;
4142;5623457;
4313;4013572;
1920;4013572;
165;4013572;
3972;5236956;
775;5236956;
2205;5236956;
3906;7055912;
4391;7055912;
2114;7055912;
1315;768977;
3178;768977;
1894;9155592;
3365;9155592;
3416;9155592;
4031;1565213;
207;1565213;
2643;3233305;
1929;4741276;
3416;4741276;
3118;4404154;
3419;4404154;
4387;9600990;
291;9600990;
3855;9600990;
2605;1664693;
4290;1664693;
323;1664693;
4188;562053;
2535;562053;
3018;1201297;
3029;5368355;
2260;5368355;
4073;5368355;
1306;8240797;
742;8240797;
1728;8240797;
1558;8240797;
685;6231859;
692;6231859;
1684;6231859;
4264;6231859;
2618;9195532;
365;9195532;
2246;6329179;
3001;894108;
2510;894108;
1704;894108;
3108;894108;
381;894108;
1428;2917917;
806;2917917;
154;2917917;
1413;2917917;
1830;8790203;
4452;8790203;
4294;8790203;
3540;8790203;
3065;756396;
2264;756396;
3616;756396;
3949;756396;
275;8514357;
3234;8429957;
2100;8429957;
3124;7990300;
2641;7990300;
4329;7990300;
3557;7990300;
2145;4793058;
2524;4793058;
3018;8333964;
4161;8333964;
2118;8333964;
3735;8333964;
2123;2472291;
492;2472291;
1594;2472291;
467;2472291;
1493;6769644;
3851;6769644;
3421;6769644;
21;6769644;
2349;9771388;
2401;9771388;
2886;6334283;
4225;6334283;
2560;6334283;
2761;1158523;
550;1158523;
773;1158523;
443;3991860;
3311;3991860;
2913;3991860;
2261;3991860;
2722;5933711;
414;5933711;
12;5933711;
2576;5035260;
938;5035260;
1258;8841184;
951;8841184;
3977;8841184;
2147;4319069;
2331;4319069;
2810;4319069;
3426;4319069;
31;6261260;
2107;2566136;
1461;2566136;
2886;2566136;
2514;2566136;
300;7078350;
2851;7078350;
2258;5777779;
903;3504901;
4008;3504901;
4377;3504901;
290;6577251;
3025;6577251;
1777;2586452;
4367;2586452;
3014;2586452;
1235;2586452;
789;2586452;
2880;7622103;
3702;7622103;
1191;7622103;
779;7622103;
2072;7622103;
2164;8253302;
2327;8253302;
1569;8253302;
3622;8276759;
2857;8276759;
2919;7021262;
2131;1214978;
3318;1214978;
1197;1214978;
903;169097;
3473;169097;
877;4588010;
1269;8212364;
1972;8212364;
2777;8212364;
4243;8212364;
4448;2735775;
3631;2735775;
154;2735775;
384;2735775;
2035;1350041;
1737;1350041;
3063;1350041;
1359;1350041;
25;5770130;
2630;748602;
442;748602;
1246;748602;
4093;748602;
3115;748602;
2754;4203636;
2597;4203636;
1187;4203636;
4155;4203636;
1654;5836059;
2516;7809463;
597;7809463;
1830;6825595;
2309;6825595;
4266;6825595;
565;6825595;
4430;6825595;
663;548716;
3133;548716;
4232;548716;
2135;548716;
3318;548716;
4013;2764232;
582;2764232;
996;3855323;
2734;3855323;
1254;3855323;
2411;3855323;
3513;4516802;
2128;2059787;
910;2059787;
1583;2059787;
1954;2059787;
1509;2059787;
4058;7290012;
2236;459574;
3125;459574;
1583;459574;
2947;459574;
1863;8060332;
2282;8060332;
1519;8060332;
3942;2017446;
2455;2017446;
3502;2017446;
595;2017446;
4040;6935112;
1147;6935112;
559;6935112;
3232;6935112;
383;8513083;
857;8513083;
726;8513083;
4352;8513083;
1445;965736;
3401;965736;
4102;7267170;
3514;7267170;
4089;7267170;
2306;7267170;
3065;9200833;
51;9200833;
3220;9200833;
3454;2617996;
806;2617996;
3456;2617996;
230;2617996;
1521;2617996;
3233;5640858;
3699;5640858;
2949;5640858;
637;5991876;
777;8053005;
2171;8053005;
2385;1684277;
3163;1867712;
4287;1867712;
1626;9707742;
2367;9707742;
930;9707742;
145;9707742;
429;9707742;
3272;6357853;
3589;5446251;
1775;3318462;
1877;3318462;
4360;3318462;
4187;3318462;
2779;3318462;
2004;6275359;
1634;6275359;
3495;6275359;
1733;6275359;
3154;3690390;
4469;3690390;
2852;4528286;
583;4528286;
139;4528286;
1795;5925936;
3908;5925936;
3846;5925936;
2391;2885441;
2503;2885441;
4079;3738648;
2755;3738648;
4216;3653747;
206;3653747;
831;7379652;
1400;7379652;
559;7379652;
1009;7379652;
500;7379652;
3797;1546043;
4182;1546043;
3913;1546043;
1680;1546043;
2950;7245925;
2002;7245925;
4495;7536936;
49;7536936;
4021;7536936;
2451;7123000;
3053;7123000;
1946;7192947;
2544;7192947;
2799;6551215;
3781;6551215;
4027;4303263;
3434;4303263;
2576;1442906;
1719;1442906;
4237;1442906;
1986;1442906;
1751;6228196;
2938;6228196;
4125;6228196;
1520;6228196;
3576;8592272;
3128;8592272;
3862;8592272;
232;8592272;
3869;8592272;
4482;6070272;
220;6070272;
343;2961223;
3814;2961223;
2702;2953698;
3786;2953698;
2634;2953698;
111;5137507;
24;5137507;
297;5137507;
1257;5137507;
1406;5137507;
1394;1200850;
3046;1863703;
4412;7656118;
2474;5155435;
4287;5155435;
2232;5155435;
3633;5155435;
3104;4461787;
1664;4461787;
2429;9017306;
1295;1994712;
3998;1086531;
3517;1086531;
3291;1086531;
1322;1086531;
3044;1845849;
2947;1845849;
1378;1845849;
204;7459398;
1586;7459398;
4205;7459398;
3601;7459398;
912;5531156;
3348;5531156;
1416;5531156;
1160;5531156;
4216;47552;
1618;47552;
715;6163013;
2783;6163013;
2651;6163013;
1342;6163013;
789;4415705;
3246;4415705;
3314;4415705;
4256;4415705;
989;4415705;
2646;863655;
3882;2066466;
2071;3136154;
3331;3136154;
3193;3136154;
1046;3136154;
390;1403494;
1993;1403494;
150;560393;
1995;1197816;
2020;1197816;
1648;1197816;
2496;1197816;
376;1197816;
1490;5121573;
4459;5121573;
1710;5121573;
133;5121573;
2638;5368153;
398;5368153;
2231;8099016;
2233;8099016;
1963;8099016;
3503;8099016;
1061;8099016;
499;6738648;
3294;4483636;
3487;4483636;
3684;4483636;
3424;9487802;
470;9487802;
4192;9487802;
1447;9487802;
1867;3848632;
2540;7109070;
3309;7109070;
3343;7109070;
478;7109070;
1464;7838636;
950;7117408;
775;7117408;
4035;7117408;
3537;7117408;
1969;1201471;
443;1201471;
3483;1201471;
1732;6210042;
1854;6210042;
4389;6210042;
3819;6406199;
2205;6406199;
3767;6406199;
1441;1821867;
4391;1821867;
187;1821867;
1039;1821867;
3595;2023595;
4111;2023595;
4416;2023595;
2472;1546191;
807;1546191;
2838;1546191;
3103;1546191;
3698;1546191;
1988;1786117;
4250;1786117;
1938;1786117;
1018;5604458;
3828;5604458;
4141;39320;
216;39320;
3904;39320;
1650;39320;
1630;8691906;
4049;8691906;
3389;8691906;
715;4143472;
3338;4143472;
4354;3934657;
473;3934657;
1088;6220249;
391;6220249;
668;6220249;
1265;6220249;
1212;7638282;
799;4910941;
1709;4910941;
49;4910941;
927;4910941;
3772;419901;
3914;419901;
