NUMERO;COD_LUGAR_ORIGEN;COD_LUGAR_DESTINO;FECHA_MOVIMIENTO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD
3717559;3187;6260;TO_DATE('2013-11-10','YYYY-MM-DD');3;5;9;
3110151;3187;5691;TO_DATE('2013-11-03','YYYY-MM-DD');72;10;8;
1810320;3187;6339;TO_DATE('2013-11-12','YYYY-MM-DD');33;4;7;
3594838;3187;5187;TO_DATE('2013-10-31','YYYY-MM-DD');15;10;4;
9405414;3187;4628;TO_DATE('2013-11-01','YYYY-MM-DD');33;4;5;
4222550;1238;5377;TO_DATE('2013-06-21','YYYY-MM-DD');36;6;9;
7385815;1238;6409;TO_DATE('2013-06-24','YYYY-MM-DD');36;6;3;
925531;1238;5856;TO_DATE('2013-06-26','YYYY-MM-DD');36;6;8;
7797251;1238;5712;TO_DATE('2013-06-26','YYYY-MM-DD');39;2;10;
675136;1213;6460;TO_DATE('2014-02-28','YYYY-MM-DD');52;26;2;
7790144;1213;4697;TO_DATE('2014-03-04','YYYY-MM-DD');9;22;1;
3237606;3334;6360;TO_DATE('2013-07-31','YYYY-MM-DD');49;23;4;
2617836;3334;6279;TO_DATE('2013-08-02','YYYY-MM-DD');49;23;9;
3994679;3334;4847;TO_DATE('2013-07-31','YYYY-MM-DD');32;20;2;
6655729;3334;5422;TO_DATE('2013-08-01','YYYY-MM-DD');49;23;2;
6019556;3334;4797;TO_DATE('2013-07-30','YYYY-MM-DD');2;22;7;
2608221;3889;6086;TO_DATE('2014-03-18','YYYY-MM-DD');42;24;2;
5690638;3889;6346;TO_DATE('2014-03-20','YYYY-MM-DD');42;24;6;
6076717;3889;4502;TO_DATE('2014-03-19','YYYY-MM-DD');42;24;4;
5910565;3583;6395;TO_DATE('2014-04-23','YYYY-MM-DD');58;18;1;
8674124;3583;4972;TO_DATE('2014-04-15','YYYY-MM-DD');64;23;2;
2140688;3583;5900;TO_DATE('2014-04-24','YYYY-MM-DD');64;23;7;
5240486;3583;6395;TO_DATE('2014-04-17','YYYY-MM-DD');56;24;5;
6811649;3583;6462;TO_DATE('2014-04-22','YYYY-MM-DD');56;24;2;
7422359;3583;5872;TO_DATE('2014-04-27','YYYY-MM-DD');64;23;2;
8250093;3240;5890;TO_DATE('2014-01-16','YYYY-MM-DD');35;28;2;
7774851;3240;4967;TO_DATE('2014-01-15','YYYY-MM-DD');24;19;5;
2096878;3240;5359;TO_DATE('2014-01-09','YYYY-MM-DD');44;20;1;
6340358;4170;6361;TO_DATE('2013-10-03','YYYY-MM-DD');29;14;1;
7125566;4170;5775;TO_DATE('2013-10-14','YYYY-MM-DD');9;20;9;
8308489;4170;5556;TO_DATE('2013-10-08','YYYY-MM-DD');9;20;1;
9148575;4170;6111;TO_DATE('2013-10-10','YYYY-MM-DD');29;14;2;
2134598;4170;6469;TO_DATE('2013-10-05','YYYY-MM-DD');9;20;5;
4387053;3060;6457;TO_DATE('2013-11-03','YYYY-MM-DD');20;7;1;
7563030;3060;6485;TO_DATE('2013-10-31','YYYY-MM-DD');1;10;9;
9627962;3060;5812;TO_DATE('2013-11-04','YYYY-MM-DD');33;9;5;
2007435;2344;5223;TO_DATE('2014-02-18','YYYY-MM-DD');11;11;3;
3670288;2344;6085;TO_DATE('2014-02-15','YYYY-MM-DD');47;25;8;
9937726;2344;5087;TO_DATE('2014-02-12','YYYY-MM-DD');11;11;2;
8595635;1662;6028;TO_DATE('2013-08-15','YYYY-MM-DD');38;30;1;
6649060;4046;5229;TO_DATE('2013-08-22','YYYY-MM-DD');38;30;8;
5944564;2490;5997;TO_DATE('2013-07-13','YYYY-MM-DD');10;25;10;
6095397;2073;5558;TO_DATE('2013-07-09','YYYY-MM-DD');10;25;5;
9810688;2819;4800;TO_DATE('2013-06-11','YYYY-MM-DD');32;7;3;
2651798;2819;4911;TO_DATE('2013-06-02','YYYY-MM-DD');32;7;1;
854688;2819;6335;TO_DATE('2013-06-04','YYYY-MM-DD');54;10;6;
8030601;2819;5611;TO_DATE('2013-06-02','YYYY-MM-DD');32;7;6;
3507700;2370;4850;TO_DATE('2013-09-27','YYYY-MM-DD');67;7;9;
810354;2370;5478;TO_DATE('2013-09-25','YYYY-MM-DD');71;8;10;
9224959;2370;5642;TO_DATE('2013-09-25','YYYY-MM-DD');70;8;10;
8734597;2370;4708;TO_DATE('2013-09-23','YYYY-MM-DD');70;8;5;
3836910;2370;5915;TO_DATE('2013-09-30','YYYY-MM-DD');71;8;6;
6642654;2106;4790;TO_DATE('2014-03-07','YYYY-MM-DD');23;9;4;
9268108;2106;5660;TO_DATE('2014-03-11','YYYY-MM-DD');6;3;1;
7134063;2106;4915;TO_DATE('2014-03-06','YYYY-MM-DD');40;9;7;
9395944;2106;5825;TO_DATE('2014-03-19','YYYY-MM-DD');40;9;10;
185102;2106;5238;TO_DATE('2014-03-06','YYYY-MM-DD');6;3;4;
3501007;2106;6131;TO_DATE('2014-03-11','YYYY-MM-DD');23;9;2;
960177;2106;6002;TO_DATE('2014-03-08','YYYY-MM-DD');20;6;2;
754564;2106;5530;TO_DATE('2014-03-05','YYYY-MM-DD');6;3;3;
8304036;1056;5920;TO_DATE('2013-11-28','YYYY-MM-DD');52;12;3;
5077606;1056;4714;TO_DATE('2013-11-23','YYYY-MM-DD');52;12;8;
8589980;3785;5003;TO_DATE('2013-12-08','YYYY-MM-DD');41;22;2;
331507;3785;4751;TO_DATE('2013-12-17','YYYY-MM-DD');41;22;10;
6262079;3460;5502;TO_DATE('2014-01-02','YYYY-MM-DD');11;19;8;
9159014;3460;6096;TO_DATE('2013-12-29','YYYY-MM-DD');11;19;9;
6317091;2901;5505;TO_DATE('2013-10-16','YYYY-MM-DD');1;25;4;
2858884;1594;5066;TO_DATE('2013-10-18','YYYY-MM-DD');55;22;2;
1735777;1594;6194;TO_DATE('2013-10-17','YYYY-MM-DD');55;22;5;
8237862;1594;6313;TO_DATE('2013-10-12','YYYY-MM-DD');55;22;7;
5757520;1594;4927;TO_DATE('2013-10-13','YYYY-MM-DD');58;23;3;
4672171;3421;6373;TO_DATE('2013-11-02','YYYY-MM-DD');62;29;10;
7067361;3421;5754;TO_DATE('2013-11-05','YYYY-MM-DD');16;14;3;
2614674;3421;6464;TO_DATE('2013-11-05','YYYY-MM-DD');62;29;6;
3976196;3421;5350;TO_DATE('2013-11-06','YYYY-MM-DD');16;14;2;
8335715;773;4946;TO_DATE('2013-10-27','YYYY-MM-DD');13;9;5;
5207681;443;6075;TO_DATE('2013-04-29','YYYY-MM-DD');8;22;5;
4086249;443;6225;TO_DATE('2013-05-08','YYYY-MM-DD');8;22;4;
2959315;443;6257;TO_DATE('2013-05-03','YYYY-MM-DD');8;22;2;
8848072;443;4680;TO_DATE('2013-04-30','YYYY-MM-DD');8;22;3;
1036248;2563;6099;TO_DATE('2013-04-28','YYYY-MM-DD');8;22;8;
4967085;2563;6380;TO_DATE('2013-05-03','YYYY-MM-DD');8;22;1;
7483792;2563;5860;TO_DATE('2013-05-04','YYYY-MM-DD');38;13;5;
5093607;2563;5179;TO_DATE('2013-04-25','YYYY-MM-DD');38;13;5;
7333088;938;5810;TO_DATE('2013-05-15','YYYY-MM-DD');48;27;10;
3186414;938;5998;TO_DATE('2013-05-22','YYYY-MM-DD');48;27;4;
7589346;938;5821;TO_DATE('2013-05-15','YYYY-MM-DD');48;27;2;
4988144;938;5638;TO_DATE('2013-05-12','YYYY-MM-DD');14;12;1;
3827901;938;6363;TO_DATE('2013-05-21','YYYY-MM-DD');41;27;8;
2578739;938;4627;TO_DATE('2013-05-15','YYYY-MM-DD');18;27;8;
7581814;3877;4809;TO_DATE('2013-11-28','YYYY-MM-DD');30;29;2;
6110821;2331;5087;TO_DATE('2014-01-19','YYYY-MM-DD');49;20;4;
9652687;2331;5815;TO_DATE('2014-01-23','YYYY-MM-DD');37;29;3;
7973123;2331;5073;TO_DATE('2014-01-21','YYYY-MM-DD');6;17;5;
4921522;2331;5042;TO_DATE('2014-01-19','YYYY-MM-DD');37;29;8;
7750475;4449;5417;TO_DATE('2014-01-14','YYYY-MM-DD');6;17;5;
9136354;4449;6376;TO_DATE('2014-01-14','YYYY-MM-DD');49;20;9;
4151844;4449;5730;TO_DATE('2014-01-10','YYYY-MM-DD');6;17;6;
3174936;4449;5131;TO_DATE('2014-01-15','YYYY-MM-DD');49;20;3;
3861595;4449;6210;TO_DATE('2014-01-13','YYYY-MM-DD');46;17;10;
1612446;4449;6182;TO_DATE('2014-01-17','YYYY-MM-DD');37;29;5;
6075261;4449;6141;TO_DATE('2014-01-20','YYYY-MM-DD');37;29;1;
7804285;4449;5041;TO_DATE('2014-01-10','YYYY-MM-DD');37;29;6;
154495;1256;5163;TO_DATE('2014-03-06','YYYY-MM-DD');70;7;3;
5672971;1256;4682;TO_DATE('2014-03-02','YYYY-MM-DD');67;3;9;
5579139;59;4584;TO_DATE('2013-06-28','YYYY-MM-DD');64;17;8;
4539680;2297;5506;TO_DATE('2014-03-27','YYYY-MM-DD');70;2;5;
1744371;2297;5723;TO_DATE('2014-03-16','YYYY-MM-DD');70;2;10;
7507917;2297;5153;TO_DATE('2014-03-27','YYYY-MM-DD');68;6;7;
6407391;2297;4929;TO_DATE('2014-03-21','YYYY-MM-DD');72;1;10;
538000;2297;5161;TO_DATE('2014-03-19','YYYY-MM-DD');72;1;6;
5983980;2388;5008;TO_DATE('2014-03-19','YYYY-MM-DD');53;20;1;
2840949;555;4513;TO_DATE('2013-05-08','YYYY-MM-DD');33;5;7;
3285090;555;5286;TO_DATE('2013-05-04','YYYY-MM-DD');33;5;7;
3565820;555;6129;TO_DATE('2013-05-02','YYYY-MM-DD');33;5;4;
3470389;555;6025;TO_DATE('2013-05-12','YYYY-MM-DD');33;5;1;
1093459;877;6433;TO_DATE('2014-03-03','YYYY-MM-DD');25;24;8;
1862904;877;5091;TO_DATE('2014-03-12','YYYY-MM-DD');39;25;4;
25452;2134;5571;TO_DATE('2013-06-07','YYYY-MM-DD');53;11;2;
4136975;3610;6218;TO_DATE('2013-09-06','YYYY-MM-DD');4;26;2;
7824;3610;4689;TO_DATE('2013-09-05','YYYY-MM-DD');13;30;9;
7044090;3260;4903;TO_DATE('2013-09-27','YYYY-MM-DD');5;12;8;
5354978;3260;6380;TO_DATE('2013-09-25','YYYY-MM-DD');59;20;7;
4637782;3260;4503;TO_DATE('2013-10-01','YYYY-MM-DD');5;12;9;
7399532;2863;6373;TO_DATE('2013-09-27','YYYY-MM-DD');5;12;3;
5668710;2863;6110;TO_DATE('2013-10-04','YYYY-MM-DD');5;12;5;
1010757;1970;5694;TO_DATE('2013-11-13','YYYY-MM-DD');63;28;7;
8805253;1970;6059;TO_DATE('2013-11-18','YYYY-MM-DD');63;28;7;
8909322;1970;5363;TO_DATE('2013-11-22','YYYY-MM-DD');14;16;10;
410083;2411;5429;TO_DATE('2013-11-20','YYYY-MM-DD');63;28;4;
9557157;2411;4827;TO_DATE('2013-11-18','YYYY-MM-DD');63;28;4;
2512841;2411;5634;TO_DATE('2013-11-15','YYYY-MM-DD');14;16;7;
2757091;513;5270;TO_DATE('2013-05-14','YYYY-MM-DD');56;21;4;
8551434;513;5652;TO_DATE('2013-05-18','YYYY-MM-DD');61;12;10;
8285480;513;5917;TO_DATE('2013-05-21','YYYY-MM-DD');61;12;2;
3860868;513;5637;TO_DATE('2013-05-21','YYYY-MM-DD');59;25;2;
5305381;513;5551;TO_DATE('2013-05-09','YYYY-MM-DD');61;12;8;
9950720;308;5672;TO_DATE('2014-04-15','YYYY-MM-DD');32;13;4;
407599;2073;5576;TO_DATE('2013-12-20','YYYY-MM-DD');30;12;1;
901277;3699;5880;TO_DATE('2013-07-11','YYYY-MM-DD');27;12;9;
8881167;3699;5379;TO_DATE('2013-07-10','YYYY-MM-DD');27;12;1;
3813581;310;5688;TO_DATE('2013-12-29','YYYY-MM-DD');12;11;4;
4403088;310;4733;TO_DATE('2013-12-28','YYYY-MM-DD');33;17;9;
3074576;310;6155;TO_DATE('2014-01-05','YYYY-MM-DD');33;17;1;
4677140;310;6385;TO_DATE('2014-01-05','YYYY-MM-DD');12;11;1;
44144;310;5344;TO_DATE('2013-12-29','YYYY-MM-DD');33;17;8;
8217787;3993;6216;TO_DATE('2013-04-23','YYYY-MM-DD');15;9;9;
5284517;3993;6153;TO_DATE('2013-04-28','YYYY-MM-DD');12;2;5;
4864387;429;5301;TO_DATE('2013-11-14','YYYY-MM-DD');54;11;5;
693976;429;5729;TO_DATE('2013-11-14','YYYY-MM-DD');54;11;8;
2276078;1976;6247;TO_DATE('2013-09-21','YYYY-MM-DD');72;4;8;
2955881;866;4858;TO_DATE('2014-01-29','YYYY-MM-DD');72;1;8;
5374619;866;5681;TO_DATE('2014-01-23','YYYY-MM-DD');71;3;2;
6274972;866;5316;TO_DATE('2014-01-24','YYYY-MM-DD');67;4;4;
3647461;866;5280;TO_DATE('2014-01-31','YYYY-MM-DD');71;3;10;
2344147;866;5368;TO_DATE('2014-01-23','YYYY-MM-DD');67;4;9;
3578170;866;4998;TO_DATE('2014-01-22','YYYY-MM-DD');69;10;2;
9175719;866;6274;TO_DATE('2014-01-25','YYYY-MM-DD');67;4;7;
7969183;842;6477;TO_DATE('2013-05-20','YYYY-MM-DD');43;23;3;
4315211;842;5718;TO_DATE('2013-05-17','YYYY-MM-DD');26;25;1;
7082156;842;4556;TO_DATE('2013-05-24','YYYY-MM-DD');26;25;10;
2054788;2046;4845;TO_DATE('2013-11-09','YYYY-MM-DD');72;26;2;
7156058;574;5972;TO_DATE('2013-12-13','YYYY-MM-DD');29;29;10;
4139701;574;5768;TO_DATE('2013-12-16','YYYY-MM-DD');29;29;6;
1480021;574;6346;TO_DATE('2013-12-17','YYYY-MM-DD');27;12;7;
235717;574;6142;TO_DATE('2013-12-20','YYYY-MM-DD');27;12;4;
3163494;574;5908;TO_DATE('2013-12-23','YYYY-MM-DD');61;14;5;
4183298;2066;5980;TO_DATE('2013-05-27','YYYY-MM-DD');70;4;8;
8124836;2066;5247;TO_DATE('2013-05-17','YYYY-MM-DD');68;6;4;
9610031;49;6234;TO_DATE('2013-06-24','YYYY-MM-DD');5;21;5;
5907307;49;4709;TO_DATE('2013-06-20','YYYY-MM-DD');37;22;7;
828678;49;6327;TO_DATE('2013-06-29','YYYY-MM-DD');37;22;1;
1429182;49;5771;TO_DATE('2013-06-23','YYYY-MM-DD');5;21;1;
111089;49;6439;TO_DATE('2013-06-26','YYYY-MM-DD');14;14;5;
9768237;49;6024;TO_DATE('2013-07-02','YYYY-MM-DD');5;21;8;
1024681;49;5152;TO_DATE('2013-07-01','YYYY-MM-DD');12;24;8;
5754277;49;5730;TO_DATE('2013-06-25','YYYY-MM-DD');14;14;10;
6570663;49;5223;TO_DATE('2013-06-25','YYYY-MM-DD');5;21;8;
5247014;49;5487;TO_DATE('2013-06-28','YYYY-MM-DD');12;24;9;
2594565;1383;6134;TO_DATE('2013-07-03','YYYY-MM-DD');20;26;10;
5143754;1383;6405;TO_DATE('2013-06-25','YYYY-MM-DD');20;26;10;
2288544;1383;5632;TO_DATE('2013-06-24','YYYY-MM-DD');20;26;4;
5572897;1383;6418;TO_DATE('2013-06-26','YYYY-MM-DD');20;26;5;
6691393;1383;5342;TO_DATE('2013-06-29','YYYY-MM-DD');37;22;4;
2486725;1383;4612;TO_DATE('2013-06-28','YYYY-MM-DD');37;22;2;
7782536;1383;5264;TO_DATE('2013-06-26','YYYY-MM-DD');14;14;7;
7683866;1383;4587;TO_DATE('2013-07-02','YYYY-MM-DD');5;21;9;
3032742;1383;6197;TO_DATE('2013-06-21','YYYY-MM-DD');37;22;3;
3781865;1383;6284;TO_DATE('2013-06-23','YYYY-MM-DD');20;26;4;
4062202;1946;6394;TO_DATE('2013-06-16','YYYY-MM-DD');70;8;10;
9075442;1946;6176;TO_DATE('2013-06-16','YYYY-MM-DD');67;6;10;
374930;1946;4994;TO_DATE('2013-06-24','YYYY-MM-DD');69;6;5;
6268418;1946;4978;TO_DATE('2013-06-20','YYYY-MM-DD');70;8;6;
688273;1946;6323;TO_DATE('2013-06-24','YYYY-MM-DD');70;8;1;
2991629;1946;5360;TO_DATE('2013-06-15','YYYY-MM-DD');69;6;2;
2373523;3711;5820;TO_DATE('2014-01-19','YYYY-MM-DD');15;28;9;
231628;3711;5035;TO_DATE('2014-01-12','YYYY-MM-DD');36;12;9;
1897914;3711;6261;TO_DATE('2014-01-22','YYYY-MM-DD');22;16;2;
745020;3711;4672;TO_DATE('2014-01-19','YYYY-MM-DD');36;12;6;
2272634;3711;5436;TO_DATE('2014-01-16','YYYY-MM-DD');65;16;2;
6429149;3711;6066;TO_DATE('2014-01-19','YYYY-MM-DD');22;16;5;
2271048;2576;5972;TO_DATE('2013-08-31','YYYY-MM-DD');33;18;1;
5221288;2576;5259;TO_DATE('2013-08-24','YYYY-MM-DD');62;18;2;
4920947;4125;4610;TO_DATE('2013-06-13','YYYY-MM-DD');48;23;6;
2839213;4125;5426;TO_DATE('2013-06-13','YYYY-MM-DD');20;25;1;
7161048;4125;5080;TO_DATE('2013-06-18','YYYY-MM-DD');34;27;2;
2355837;4125;6194;TO_DATE('2013-06-20','YYYY-MM-DD');48;23;5;
3282940;4125;5782;TO_DATE('2013-06-12','YYYY-MM-DD');47;18;8;
2323287;4125;5891;TO_DATE('2013-06-14','YYYY-MM-DD');20;25;10;
9170632;4125;4531;TO_DATE('2013-06-14','YYYY-MM-DD');34;27;6;
6570345;622;5217;TO_DATE('2013-07-20','YYYY-MM-DD');37;5;1;
1642590;622;4788;TO_DATE('2013-07-14','YYYY-MM-DD');37;5;5;
1169738;2372;5525;TO_DATE('2013-09-06','YYYY-MM-DD');4;5;8;
9495736;2372;6019;TO_DATE('2013-09-05','YYYY-MM-DD');4;5;3;
8241772;2372;5382;TO_DATE('2013-09-06','YYYY-MM-DD');16;1;9;
5892951;2372;5986;TO_DATE('2013-08-27','YYYY-MM-DD');16;1;10;
6006349;184;4505;TO_DATE('2013-12-05','YYYY-MM-DD');66;25;1;
6017292;184;6250;TO_DATE('2013-12-09','YYYY-MM-DD');66;25;8;
8466551;184;4733;TO_DATE('2013-12-04','YYYY-MM-DD');48;13;7;
4801749;2085;6054;TO_DATE('2014-01-05','YYYY-MM-DD');19;25;8;
150018;1655;4669;TO_DATE('2014-01-06','YYYY-MM-DD');64;13;3;
6718911;1655;5947;TO_DATE('2013-12-30','YYYY-MM-DD');64;13;4;
609867;956;5763;TO_DATE('2013-10-28','YYYY-MM-DD');69;2;7;
9379072;1206;5972;TO_DATE('2014-02-19','YYYY-MM-DD');38;21;9;
3882390;1206;5476;TO_DATE('2014-02-24','YYYY-MM-DD');19;20;3;
757020;1206;4952;TO_DATE('2014-02-24','YYYY-MM-DD');38;21;8;
5125743;1206;4619;TO_DATE('2014-02-22','YYYY-MM-DD');38;21;1;
4653576;1206;6150;TO_DATE('2014-02-20','YYYY-MM-DD');38;21;4;
2639397;1206;5710;TO_DATE('2014-02-23','YYYY-MM-DD');44;19;3;
8839701;1206;4798;TO_DATE('2014-02-12','YYYY-MM-DD');44;19;2;
1159898;1206;5923;TO_DATE('2014-02-18','YYYY-MM-DD');31;16;3;
7416477;3048;4829;TO_DATE('2013-09-03','YYYY-MM-DD');24;25;9;
5274843;3048;4735;TO_DATE('2013-08-24','YYYY-MM-DD');24;25;4;
9682513;3048;4780;TO_DATE('2013-09-03','YYYY-MM-DD');10;26;2;
6177234;3048;5195;TO_DATE('2013-08-23','YYYY-MM-DD');24;25;7;
1901029;3684;4895;TO_DATE('2014-01-05','YYYY-MM-DD');21;6;3;
3637311;3684;5856;TO_DATE('2014-01-07','YYYY-MM-DD');35;3;7;
2178713;3684;5783;TO_DATE('2014-01-17','YYYY-MM-DD');35;3;10;
8303838;3684;5398;TO_DATE('2014-01-06','YYYY-MM-DD');35;3;9;
1475355;3684;4842;TO_DATE('2014-01-15','YYYY-MM-DD');44;8;4;
3697606;3684;5903;TO_DATE('2014-01-18','YYYY-MM-DD');35;3;5;
1316443;3684;6343;TO_DATE('2014-01-13','YYYY-MM-DD');52;8;7;
7251881;1152;6098;TO_DATE('2013-06-11','YYYY-MM-DD');56;12;2;
3181900;1152;6410;TO_DATE('2013-06-11','YYYY-MM-DD');56;12;3;
9591539;2066;4983;TO_DATE('2013-08-30','YYYY-MM-DD');69;4;10;
5835936;2066;6248;TO_DATE('2013-09-01','YYYY-MM-DD');69;4;5;
8973707;2066;6370;TO_DATE('2013-09-03','YYYY-MM-DD');69;4;7;
4785231;2066;4945;TO_DATE('2013-09-04','YYYY-MM-DD');69;4;3;
1460023;2066;5566;TO_DATE('2013-09-13','YYYY-MM-DD');68;2;9;
3810835;2066;5526;TO_DATE('2013-09-02','YYYY-MM-DD');70;10;8;
2320180;2066;5723;TO_DATE('2013-09-10','YYYY-MM-DD');69;4;7;
8350954;2066;5930;TO_DATE('2013-09-07','YYYY-MM-DD');71;3;6;
2076952;2205;5483;TO_DATE('2013-05-31','YYYY-MM-DD');23;23;3;
3942654;1441;5614;TO_DATE('2013-11-25','YYYY-MM-DD');59;21;5;
2200340;1441;4734;TO_DATE('2013-11-15','YYYY-MM-DD');59;21;1;
4575466;1467;5538;TO_DATE('2013-11-19','YYYY-MM-DD');59;21;4;
4530666;1467;5008;TO_DATE('2013-11-17','YYYY-MM-DD');59;21;5;
5237264;715;5777;TO_DATE('2013-12-07','YYYY-MM-DD');44;15;1;
5439936;715;4782;TO_DATE('2013-12-06','YYYY-MM-DD');33;16;10;
9438938;3072;6346;TO_DATE('2014-01-26','YYYY-MM-DD');28;26;5;
7572822;3072;5792;TO_DATE('2014-02-02','YYYY-MM-DD');28;26;10;
9307682;3072;6243;TO_DATE('2014-02-07','YYYY-MM-DD');19;11;9;
3491827;3072;5612;TO_DATE('2014-01-28','YYYY-MM-DD');19;11;6;
941357;3072;5942;TO_DATE('2014-01-30','YYYY-MM-DD');52;18;9;
8821741;3072;5042;TO_DATE('2014-02-03','YYYY-MM-DD');28;26;7;
5269762;1702;4950;TO_DATE('2013-05-13','YYYY-MM-DD');72;5;10;
80321;1702;5139;TO_DATE('2013-05-15','YYYY-MM-DD');72;5;6;
582184;19;4505;TO_DATE('2013-06-30','YYYY-MM-DD');14;20;4;
7339822;19;5306;TO_DATE('2013-06-27','YYYY-MM-DD');60;26;2;
3859252;19;5039;TO_DATE('2013-06-23','YYYY-MM-DD');14;20;8;
4630907;19;5673;TO_DATE('2013-06-18','YYYY-MM-DD');13;24;10;
1415875;19;5774;TO_DATE('2013-06-20','YYYY-MM-DD');26;26;1;
104819;19;4525;TO_DATE('2013-06-29','YYYY-MM-DD');13;24;5;
9558126;19;5341;TO_DATE('2013-06-28','YYYY-MM-DD');13;24;4;
1191384;19;5620;TO_DATE('2013-06-27','YYYY-MM-DD');60;26;10;
1451124;19;6215;TO_DATE('2013-06-17','YYYY-MM-DD');26;26;1;
3682051;19;5798;TO_DATE('2013-06-24','YYYY-MM-DD');60;26;5;
3889830;1391;5717;TO_DATE('2013-09-07','YYYY-MM-DD');35;21;10;
1054312;1391;6415;TO_DATE('2013-09-04','YYYY-MM-DD');35;21;3;
6394383;1607;6158;TO_DATE('2013-05-21','YYYY-MM-DD');52;29;1;
6740176;1607;6237;TO_DATE('2013-05-26','YYYY-MM-DD');52;29;3;
655273;1607;5476;TO_DATE('2013-05-22','YYYY-MM-DD');28;20;6;
6111242;1607;4668;TO_DATE('2013-05-29','YYYY-MM-DD');28;20;1;
9671732;1607;6010;TO_DATE('2013-05-24','YYYY-MM-DD');18;23;1;
8787231;1607;5515;TO_DATE('2013-06-01','YYYY-MM-DD');52;29;4;
3426785;1918;4638;TO_DATE('2014-03-19','YYYY-MM-DD');9;5;2;
5370766;1918;5300;TO_DATE('2014-03-14','YYYY-MM-DD');9;5;1;
747161;1918;5902;TO_DATE('2014-03-12','YYYY-MM-DD');38;4;7;
5072258;4280;5238;TO_DATE('2014-03-13','YYYY-MM-DD');38;4;5;
7426939;4280;5278;TO_DATE('2014-03-11','YYYY-MM-DD');33;7;6;
862886;4280;6446;TO_DATE('2014-03-14','YYYY-MM-DD');44;8;7;
3720630;4280;5566;TO_DATE('2014-03-10','YYYY-MM-DD');33;7;9;
3923283;4280;5736;TO_DATE('2014-03-08','YYYY-MM-DD');38;4;8;
146264;4280;6151;TO_DATE('2014-03-13','YYYY-MM-DD');33;7;10;
5031427;3875;4922;TO_DATE('2014-01-14','YYYY-MM-DD');17;20;8;
3692994;3875;5933;TO_DATE('2014-01-13','YYYY-MM-DD');17;20;7;
1042821;3072;4949;TO_DATE('2013-07-06','YYYY-MM-DD');34;19;9;
4765428;3072;4607;TO_DATE('2013-07-06','YYYY-MM-DD');34;19;6;
3241621;3072;4724;TO_DATE('2013-07-11','YYYY-MM-DD');71;14;9;
7329929;3072;4784;TO_DATE('2013-07-08','YYYY-MM-DD');71;14;1;
1882214;3072;5144;TO_DATE('2013-07-12','YYYY-MM-DD');54;20;3;
5893807;1602;5070;TO_DATE('2013-12-04','YYYY-MM-DD');33;23;8;
7874052;1602;4809;TO_DATE('2013-12-08','YYYY-MM-DD');29;13;8;
5031129;1602;4765;TO_DATE('2013-12-04','YYYY-MM-DD');29;13;1;
8571844;1602;4691;TO_DATE('2013-12-01','YYYY-MM-DD');29;13;2;
7474678;3872;5459;TO_DATE('2013-12-07','YYYY-MM-DD');29;13;2;
5489489;3872;5688;TO_DATE('2013-12-08','YYYY-MM-DD');33;23;4;
3241485;1030;5155;TO_DATE('2014-02-11','YYYY-MM-DD');45;8;5;
6131964;1030;6422;TO_DATE('2014-02-10','YYYY-MM-DD');45;8;4;
7907666;2445;6027;TO_DATE('2014-02-07','YYYY-MM-DD');45;8;7;
3431994;2445;4914;TO_DATE('2014-02-10','YYYY-MM-DD');45;8;2;
1468896;310;4780;TO_DATE('2013-12-17','YYYY-MM-DD');22;30;8;
2776826;310;4678;TO_DATE('2013-12-12','YYYY-MM-DD');18;11;3;
5360076;310;6277;TO_DATE('2013-12-26','YYYY-MM-DD');29;26;1;
7220487;310;4525;TO_DATE('2013-12-24','YYYY-MM-DD');18;11;3;
9333166;310;5747;TO_DATE('2013-12-12','YYYY-MM-DD');47;28;3;
7673822;310;4614;TO_DATE('2013-12-19','YYYY-MM-DD');29;26;8;
3547860;4385;6363;TO_DATE('2013-12-22','YYYY-MM-DD');18;11;9;
6916480;4385;5065;TO_DATE('2013-12-13','YYYY-MM-DD');22;30;5;
8265885;4385;4843;TO_DATE('2013-12-17','YYYY-MM-DD');47;28;2;
5714005;4385;6288;TO_DATE('2013-12-17','YYYY-MM-DD');46;19;1;
6398086;4385;5878;TO_DATE('2013-12-21','YYYY-MM-DD');29;26;5;
1910469;4385;4517;TO_DATE('2013-12-21','YYYY-MM-DD');47;28;3;
2350021;4385;4736;TO_DATE('2013-12-25','YYYY-MM-DD');46;19;3;
454796;2306;5327;TO_DATE('2013-12-14','YYYY-MM-DD');18;11;8;
4472640;2306;5063;TO_DATE('2013-12-12','YYYY-MM-DD');47;28;2;
6765413;2306;5387;TO_DATE('2013-12-12','YYYY-MM-DD');47;28;10;
8943713;2306;6399;TO_DATE('2013-12-13','YYYY-MM-DD');46;19;9;
992443;2306;5076;TO_DATE('2013-12-17','YYYY-MM-DD');46;19;10;
2446533;2306;5908;TO_DATE('2013-12-24','YYYY-MM-DD');18;11;8;
1027086;2306;6012;TO_DATE('2013-12-19','YYYY-MM-DD');47;28;5;
5224109;2306;4612;TO_DATE('2013-12-26','YYYY-MM-DD');46;19;4;
6419648;3575;5867;TO_DATE('2014-03-13','YYYY-MM-DD');70;10;8;
4531236;3575;6055;TO_DATE('2014-03-17','YYYY-MM-DD');70;10;2;
