COD_PEDIDO;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD_SOLICITADA;CANTIDAD_ENTREGADA
8656169;54;7;5;0;
8059355;13;17;15;15;
8059355;14;18;5;5;
8059355;15;28;11;11;
8059355;22;18;19;19;
8059355;43;27;16;16;
302034;51;14;6;6;
302034;54;11;8;8;
302034;58;29;13;13;
302034;64;11;5;5;
4750265;55;23;6;0;
4750265;63;17;2;0;
8938957;67;2;15;0;
8938957;69;1;1;0;
8938957;70;4;1;0;
6733046;20;7;13;13;
6733046;40;8;5;5;
6733046;50;3;12;12;
6733046;60;10;20;20;
3366497;51;15;7;7;
3366497;58;18;2;2;
3366497;59;18;8;8;
2051040;44;8;14;0;
1992027;57;29;4;2;
1992027;59;23;14;6;
1992027;61;20;9;2;
1992027;64;17;1;1;
1992027;66;24;13;13;
9252867;18;3;17;17;
9252867;29;3;15;15;
9252867;56;10;18;18;
9343700;51;12;18;0;
9343700;58;28;1;0;
4717366;52;16;12;12;
4717366;57;15;13;13;
4717366;66;21;3;3;
5904892;51;18;17;0;
5469938;3;8;5;0;
5469938;48;4;18;0;
5469938;49;2;1;0;
6580040;7;11;11;7;
6580040;10;17;19;17;
6580040;38;20;3;2;
3466330;3;5;14;0;
3466330;39;1;15;0;
3466330;62;10;14;0;
3466330;69;1;4;0;
7970054;11;6;3;0;
7970054;20;2;13;0;
7970054;40;8;20;0;
7970054;55;10;12;0;
7970054;61;7;2;0;
8880829;51;21;5;5;
8880829;55;12;16;16;
8880829;61;24;19;19;
6196228;2;17;11;0;
6196228;36;14;9;0;
6196228;40;19;12;0;
7735218;48;2;9;0;
7735218;58;2;15;0;
4092585;21;17;20;0;
4092585;22;12;18;0;
4092585;24;18;13;0;
4092585;32;30;19;0;
9592721;31;12;5;0;
9592721;45;14;2;0;
2540191;51;20;16;0;
2540191;63;26;3;0;
2540191;66;26;14;0;
5557502;67;1;4;1;
5557502;71;9;19;1;
5557502;72;10;6;3;
1033535;54;22;18;0;
1033535;55;13;2;0;
1033535;57;23;9;0;
1033535;60;16;19;0;
4402230;41;22;19;0;
1168377;28;15;20;0;
1168377;32;15;18;0;
1168377;36;23;2;0;
1168377;39;15;20;0;
1168377;43;15;19;0;
2518039;5;18;13;0;
2518039;63;14;19;0;
4513849;61;9;2;0;
4513849;72;2;17;0;
2917637;71;4;9;0;
5056933;17;17;3;3;
5056933;18;17;3;3;
5056933;24;30;19;19;
5056933;43;22;17;17;
5056933;45;14;3;3;
447631;17;24;2;0;
447631;23;26;10;0;
6140038;25;15;11;0;
6140038;46;29;7;0;
6140038;72;16;13;0;
2195493;53;25;1;1;
2195493;56;20;15;2;
2195493;57;16;19;13;
2195493;59;27;19;11;
2195493;60;22;20;7;
4264475;52;18;1;0;
4264475;63;14;1;0;
9416830;25;24;5;0;
4415775;67;5;14;8;
4415775;69;4;8;3;
4415775;70;3;18;2;
4415775;71;1;20;2;
8334013;6;15;5;5;
8334013;11;22;16;16;
8334013;22;23;11;11;
8334013;50;25;15;15;
2693464;7;22;18;0;
2693464;64;15;2;0;
194687;2;23;15;0;
194687;6;12;18;0;
194687;10;25;14;0;
194687;70;12;3;0;
6853923;53;11;3;3;
6853923;56;21;7;7;
8916225;7;19;3;3;
8916225;21;25;13;10;
8916225;27;30;2;1;
8916225;38;28;5;4;
7246756;32;21;16;16;
7246756;39;21;4;4;
7781675;38;4;7;7;
7781675;63;7;20;20;
7781675;66;7;12;12;
4170900;62;29;5;4;
4170900;63;20;15;15;
4170900;65;18;6;4;
4170900;66;16;4;3;
2255341;4;21;7;0;
2255341;5;21;6;0;
2255341;41;17;2;0;
1836943;15;4;18;16;
1836943;36;8;9;9;
1836943;53;10;11;1;
6288161;56;27;17;0;
6743783;70;10;14;5;
6743783;71;5;7;5;
6743783;72;7;4;2;
9021943;2;23;17;0;
9021943;34;27;14;0;
9021943;70;16;12;0;
9333826;67;10;7;0;
9333826;68;2;17;0;
9333826;70;7;11;0;
9892370;69;1;20;20;
9892370;70;4;19;19;
9892370;71;2;2;2;
4295021;52;11;4;4;
4295021;55;28;20;20;
4295021;61;23;16;16;
4295021;64;28;5;5;
4295021;66;22;12;12;
3254317;25;12;3;1;
4013703;53;11;12;0;
4013703;70;17;15;0;
4013703;71;18;17;0;
8647299;13;1;18;18;
8647299;16;5;15;15;
8647299;52;6;13;13;
8647299;53;8;20;20;
3557450;9;17;8;0;
3557450;31;23;20;0;
3557450;49;25;17;0;
3101596;22;20;16;0;
3101596;27;13;1;0;
3101596;35;15;1;0;
3101596;36;24;18;0;
3101596;70;19;11;0;
5672223;2;14;12;9;
5672223;13;30;15;1;
5672223;37;15;4;2;
5672223;53;21;10;2;
5672223;62;23;18;16;
4265193;68;8;20;0;
4265193;69;7;4;0;
3844967;70;8;4;3;
3844967;71;3;6;2;
373935;51;9;15;0;
5173107;7;18;16;0;
5173107;55;19;3;0;
5173107;71;17;13;0;
6225562;3;21;5;0;
6225562;7;16;18;0;
6225562;26;24;19;0;
6225562;32;23;16;0;
6789496;3;8;2;0;
6789496;23;1;5;0;
6789496;72;3;19;0;
9335662;10;21;5;0;
9335662;11;21;1;0;
9335662;40;30;13;0;
3690402;51;30;16;16;
3690402;52;14;20;20;
3690402;55;13;7;7;
3690402;57;23;14;14;
3690402;61;21;16;16;
5059863;9;20;5;0;
5059863;13;24;2;0;
5059863;22;11;7;0;
5059863;29;12;3;0;
5059863;34;15;9;0;
365213;67;8;1;0;
365213;71;9;6;0;
6752618;12;6;12;0;
6752618;59;6;10;0;
6752618;62;9;5;0;
6752618;68;8;16;0;
8276656;22;20;15;9;
4238407;51;30;19;0;
4238407;55;20;11;0;
4238407;59;30;9;0;
798266;53;16;4;4;
798266;54;19;8;6;
798266;55;21;15;15;
798266;63;28;18;18;
3514689;68;6;12;0;
5228320;16;19;8;0;
5228320;22;29;9;0;
5228320;45;29;6;0;
5228320;46;25;17;0;
5568181;55;25;20;0;
4457625;39;16;3;2;
1965665;1;5;15;0;
1965665;12;1;6;0;
1965665;15;6;12;0;
1965665;30;5;15;0;
8665010;24;29;11;11;
8665010;26;14;11;11;
8665010;41;25;18;18;
8665010;59;17;11;11;
1640887;3;28;18;12;
1640887;24;25;18;17;
1640887;35;13;18;16;
1640887;44;19;12;6;
1640887;68;21;10;6;
440790;14;5;9;0;
440790;28;2;1;0;
440790;35;3;9;0;
8875304;67;23;5;5;
1199003;32;15;20;0;
1199003;41;11;13;0;
3110747;11;28;20;5;
3110747;25;22;4;1;
3110747;30;21;17;4;
3110747;38;25;5;1;
3110747;41;15;14;8;
3076460;20;20;11;0;
3076460;36;18;2;0;
3253895;51;25;20;0;
3253895;63;23;6;0;
3101591;4;9;4;0;
3101591;17;8;17;0;
9345293;67;10;7;0;
9345293;70;9;5;0;
9345293;71;9;16;0;
9345293;72;9;14;0;
1735554;67;2;18;0;
1735554;69;5;20;0;
1735554;70;2;3;0;
1166929;18;8;5;5;
1166929;20;6;16;16;
1166929;32;5;3;3;
1166929;57;3;2;2;
1166929;64;2;2;2;
932526;56;13;5;0;
932526;61;27;3;0;
932526;63;21;8;0;
932526;65;14;1;0;
9868793;4;17;14;14;
9868793;8;21;7;7;
9868793;9;20;3;3;
9868793;39;15;15;15;
9868793;43;22;19;19;
4531885;2;23;8;0;
4531885;36;18;11;0;
4531885;39;13;4;0;
4531885;49;15;16;0;
9114808;6;6;8;8;
9114808;41;5;14;14;
9114808;47;9;18;18;
9114808;64;10;9;9;
9114808;69;2;18;18;
7223833;3;17;16;0;
7223833;56;24;5;0;
7223833;65;29;13;0;
5647376;7;11;16;16;
5647376;9;21;17;17;
5647376;16;16;3;3;
7475384;67;1;2;0;
7475384;68;5;2;0;
7475384;69;5;5;0;
7475384;72;6;2;0;
6349055;23;11;2;0;
6349055;70;22;3;0;
9458341;51;17;20;20;
9458341;54;28;5;5;
9458341;62;17;7;7;
9458341;65;28;11;11;
9901863;71;1;15;15;
9901863;72;5;8;8;
1421389;4;20;1;1;
1421389;11;11;5;5;
1421389;21;22;10;10;
1421389;30;12;18;18;
6148965;53;21;2;1;
6148965;56;30;14;4;
6148965;61;29;11;8;
9685956;23;22;18;0;
9685956;48;19;15;0;
9685956;65;29;14;0;
6843486;35;19;8;0;
6843486;67;26;19;0;
6843486;70;25;10;0;
4179090;8;28;13;13;
4179090;9;17;4;4;
4179090;23;18;10;10;
4179090;38;27;9;9;
4179090;42;15;19;19;
256071;12;23;16;6;
256071;14;12;8;5;
256071;29;16;4;2;
6130548;4;25;11;0;
6130548;54;26;11;0;
6130548;65;23;2;0;
7854271;40;6;6;0;
7854271;58;6;10;0;
7854271;66;6;12;0;
3282027;57;22;12;0;
3282027;64;19;11;0;
3282027;66;26;19;0;
7259205;68;9;8;0;
7259205;71;6;13;0;
4061577;59;20;19;19;
2658064;12;10;17;0;
2658064;14;8;14;0;
2658064;36;4;16;0;
2658064;45;1;19;0;
9245060;14;22;1;0;
9245060;37;19;20;0;
6326685;17;21;15;0;
6326685;28;21;7;0;
6326685;54;19;1;0;
6326685;63;20;10;0;
630562;20;13;12;5;
630562;24;23;8;4;
630562;30;12;10;3;
7122249;69;7;10;0;
7122249;71;3;9;0;
7122249;72;4;18;0;
2025058;54;14;15;0;
2025058;61;20;14;0;
2025058;65;27;17;0;
1413706;45;17;12;0;
9582697;2;26;6;6;
9582697;11;13;17;17;
9582697;19;15;6;6;
9582697;45;19;12;12;
8509126;57;18;11;0;
777732;66;7;11;8;
7852603;33;22;8;0;
4668911;43;12;17;0;
4668911;60;11;7;0;
4668911;67;26;13;0;
7350039;3;15;12;0;
7350039;32;25;9;0;
2009279;13;27;18;18;
2009279;33;13;17;12;
2009279;43;21;14;2;
846460;11;21;18;0;
846460;26;11;13;0;
846460;61;26;3;0;
846460;66;13;12;0;
846460;67;14;17;0;
9399058;6;23;11;0;
9399058;36;20;2;0;
9399058;52;20;9;0;
9399058;71;21;16;0;
2463476;67;8;7;7;
2463476;68;4;6;6;
2463476;70;1;15;15;
2463476;72;7;12;12;
792093;57;30;2;0;
792093;62;19;14;0;
348443;9;22;2;0;
9172259;9;15;6;0;
9172259;40;30;4;0;
9172259;43;20;2;0;
9172259;48;16;19;0;
8803793;30;3;18;0;
5086366;69;7;2;0;
5086366;72;10;13;0;
3350467;17;7;17;0;
3350467;23;3;5;0;
3350467;33;10;19;0;
3350467;37;10;20;0;
3350467;49;7;16;0;
3464042;60;19;19;0;
3552973;69;4;13;0;
3552973;70;2;12;0;
1911337;40;2;18;0;
1034128;3;28;9;9;
1034128;38;11;14;14;
1034128;46;19;7;7;
1034128;58;25;10;10;
1034128;64;26;3;3;
4831762;6;9;20;20;
4831762;16;1;5;5;
4831762;31;1;4;4;
4831762;49;7;15;15;
7583169;36;3;11;0;
7583169;48;7;3;0;
4180440;1;18;13;13;
4180440;27;16;12;12;
4180440;42;24;1;1;
4180440;56;24;6;6;
4180440;63;28;2;2;
8596435;3;23;8;0;
8596435;20;16;11;0;
8596435;33;11;4;0;
8596435;45;30;4;0;
8596435;62;14;13;0;
3878714;11;25;16;10;
3878714;23;28;6;2;
3878714;54;23;20;14;
3878714;58;19;11;8;
9238016;13;24;18;0;
9238016;19;21;19;0;
9238016;38;19;13;0;
8904324;10;25;12;0;
8904324;22;23;16;0;
8904324;37;14;7;0;
8830396;46;16;11;0;
6236717;16;26;14;0;
6236717;19;27;14;0;
6236717;23;18;2;0;
6236717;33;28;15;0;
6236717;46;19;18;0;
9834736;10;18;13;0;
1358815;68;10;8;8;
6701354;71;28;13;0;
3697585;12;17;15;15;
3697585;36;24;11;11;
3697096;68;7;12;0;
3959005;51;13;19;19;
3959005;54;19;2;2;
3959005;55;26;10;10;
3959005;62;14;6;6;
3959005;65;30;6;6;
3381546;69;8;1;0;
3769515;3;6;5;0;
3769515;9;7;19;0;
3769515;19;9;6;0;
3769515;38;2;20;0;
4144696;64;25;19;0;
5480857;12;30;5;0;
5480857;17;20;17;0;
5480857;41;13;15;0;
5480857;47;21;6;0;
2120465;8;30;8;0;
2120465;12;11;8;0;
2120465;41;18;4;0;
101370;69;8;10;0;
101370;70;10;9;0;
101370;71;10;10;0;
101370;72;2;15;0;
4387001;18;25;18;18;
4387001;27;27;13;13;
4387001;50;24;7;7;
5311387;58;11;8;3;
5311387;59;21;4;1;
1501932;57;26;14;0;
8695688;31;20;9;9;
8695688;42;16;6;6;
8695688;59;21;4;4;
7642731;58;24;13;1;
7642731;62;27;5;5;
7642731;63;22;15;4;
3171960;38;19;13;4;
8249736;9;11;2;0;
8249736;24;17;2;0;
8249736;44;28;12;0;
8249736;65;25;13;0;
8249736;70;17;12;0;
758503;67;1;8;7;
758503;68;6;1;1;
758503;72;9;20;17;
1916850;53;26;9;0;
1916850;54;14;17;0;
9476007;57;8;14;0;
9476007;62;4;4;0;
9476007;69;2;13;0;
7395651;56;11;9;0;
7395651;57;16;11;0;
7395651;61;25;1;0;
7395651;65;25;5;0;
2417465;10;12;20;0;
2417465;20;26;12;0;
2417465;22;19;5;0;
2417465;23;21;18;0;
899166;51;15;16;3;
899166;57;15;6;1;
899166;58;27;12;12;
84549;20;15;20;20;
84549;27;15;8;8;
84549;58;29;17;17;
5013795;24;8;18;0;
5013795;46;5;19;0;
5013795;52;10;13;0;
5013795;53;4;8;0;
6583956;68;3;13;0;
6583956;70;3;16;0;
6583956;71;2;7;0;
9715659;1;17;2;0;
9715659;20;21;17;0;
9715659;38;26;5;0;
9715659;46;29;10;0;
9715659;48;15;5;0;
7440778;56;15;14;0;
7440778;60;22;10;0;
7440778;62;23;15;0;
7440778;65;17;12;0;
1268750;8;25;4;2;
8050325;60;14;7;0;
5580315;13;2;16;0;
5580315;29;8;15;0;
5580315;46;8;7;0;
7167966;20;5;17;0;
7501335;4;2;3;0;
7959363;47;25;3;2;
7959363;49;18;8;8;
7959363;59;19;12;2;
7959363;62;23;13;10;
3793921;54;24;1;0;
3793921;56;23;3;0;
3793921;59;17;8;0;
3793921;66;25;9;0;
8045376;1;6;5;0;
8045376;31;9;20;0;
8045376;45;1;13;0;
8045376;66;4;12;0;
8045376;69;3;11;0;
4895628;19;23;2;2;
5672287;4;24;3;0;
5672287;21;24;2;0;
5672287;39;17;5;0;
5043686;51;23;16;0;
5043686;52;13;8;0;
5043686;56;14;7;0;
5043686;62;21;11;0;
5043686;72;30;10;0;
9850840;69;3;5;0;
9850840;70;10;2;0;
9850840;72;3;5;0;
9369907;26;1;15;0;
9369907;40;9;3;0;
903933;1;18;11;0;
903933;9;27;11;0;
903933;45;28;3;0;
903933;55;17;9;0;
5965747;67;4;15;15;
5965747;71;6;19;19;
5869165;68;1;11;0;
5869165;72;8;16;0;
589309;64;7;7;0;
6746654;65;20;11;0;
5206301;69;7;20;4;
6914641;2;20;12;0;
1026475;17;19;18;0;
1026475;66;23;20;0;
2821663;22;23;17;0;
2821663;60;11;17;0;
7638995;10;8;2;0;
3870624;29;18;2;0;
3870624;39;13;14;0;
3870624;58;14;14;0;
9925910;62;24;8;0;
637801;69;8;18;0;
5532507;8;18;4;0;
3725987;55;18;14;13;
3725987;57;30;6;3;
3725987;59;30;19;13;
1026699;10;11;18;9;
1026699;61;21;5;3;
1026699;64;20;6;6;
9613203;28;5;11;11;
9613203;49;1;19;19;
9613203;66;1;7;7;
5242978;52;18;10;0;
5242978;53;26;4;0;
5242978;60;26;5;0;
5242978;66;17;3;0;
7771347;54;12;3;0;
7771347;63;30;17;0;
7771347;66;30;1;0;
4003235;67;9;19;19;
4003235;69;9;17;17;
8799432;8;10;14;0;
8799432;27;8;19;0;
8799432;34;2;5;0;
2620549;69;25;14;14;
9108233;15;11;8;8;
9108233;19;25;16;16;
9108233;22;23;3;3;
9108233;32;22;9;9;
9108233;36;25;10;10;
1567299;68;4;10;0;
1567299;70;4;3;0;
1567299;71;6;3;0;
1408708;2;16;4;2;
1408708;46;22;12;3;
2297544;54;26;7;7;
2297544;57;27;12;12;
2297544;58;11;19;19;
2297544;59;20;18;18;
2297544;60;28;12;12;
7275742;49;5;11;11;
7275742;54;3;16;16;
7275742;63;4;13;13;
7275742;64;10;5;5;
3757874;33;5;4;4;
3757874;37;5;2;2;
3757874;38;2;11;11;
3757874;44;8;5;5;
5032879;7;18;16;0;
5032879;12;23;8;0;
5032879;44;16;7;0;
5394462;6;13;20;0;
5237519;5;23;8;0;
5237519;18;17;12;0;
5237519;61;23;13;0;
7664209;11;6;15;0;
7664209;31;3;4;0;
7664209;71;8;11;0;
965839;31;11;12;0;
965839;37;12;15;0;
965839;38;13;2;0;
965839;41;20;11;0;
965839;63;27;6;0;
6090351;48;11;17;15;
6090351;65;15;16;1;
6090351;71;30;15;15;
3503226;51;29;19;19;
3503226;60;17;12;12;
2759378;6;23;13;13;
2759378;12;24;7;7;
2759378;13;26;10;10;
2759378;38;26;20;20;
1779146;69;20;3;0;
8799499;2;18;9;0;
8799499;3;27;11;0;
8799499;13;18;7;0;
8799499;22;11;18;0;
8799499;25;28;9;0;
7162764;69;10;2;0;
7162764;70;10;12;0;
7637419;33;9;16;0;
1183504;8;23;10;0;
1183504;18;21;6;0;
7326195;66;20;2;2;
3197516;68;9;20;0;
3197516;71;1;19;0;
1127695;26;7;14;0;
6332036;12;16;3;3;
6332036;27;20;19;19;
6332036;28;30;7;7;
1879991;52;4;18;9;
4005863;56;19;3;0;
3249201;54;23;2;0;
3249201;61;18;8;0;
3249201;66;29;12;0;
3266535;33;30;17;0;
3266535;47;18;15;0;
3266535;53;16;6;0;
3266535;61;26;9;0;
3266535;69;29;20;0;
4595821;17;10;12;12;
8373609;6;19;7;0;
8373609;15;16;17;0;
8373609;16;11;3;0;
7207957;61;23;4;0;
9039511;17;22;13;3;
9039511;59;18;18;10;
9039511;70;22;5;5;
6567638;1;16;11;0;
6567638;13;28;17;0;
3949991;68;4;16;0;
3949991;69;4;18;0;
3949991;70;3;20;0;
5137822;26;21;20;0;
5137822;42;12;14;0;
5137822;63;28;7;0;
8912379;53;18;18;0;
8912379;58;30;2;0;
8912379;64;11;15;0;
4203274;28;16;14;0;
4203274;49;19;14;0;
4203274;52;24;14;0;
7592957;22;2;4;4;
7592957;47;9;5;5;
7592957;58;8;4;1;
3975280;67;10;14;14;
3975280;68;8;14;14;
3975280;71;9;10;10;
3975280;72;1;7;7;
5707476;70;10;7;0;
5707476;71;2;12;0;
2542701;72;3;16;16;
1737128;13;21;11;0;
1737128;25;28;8;0;
1737128;42;17;17;0;
1737128;47;30;15;0;
6276590;26;22;8;0;
7804412;16;26;11;0;
7804412;19;15;9;0;
7804412;26;25;2;0;
7804412;30;18;13;0;
7968176;67;3;3;3;
7968176;71;5;6;6;
5406729;55;11;15;6;
5406729;58;29;5;3;
5406729;63;19;10;6;
5406729;66;30;20;7;
3061123;4;26;8;8;
3061123;37;15;13;13;
3061123;48;27;7;7;
3428725;54;15;20;0;
3428725;56;13;14;0;
3428725;65;24;16;0;
4149775;67;5;16;0;
4149775;68;8;8;0;
4149775;71;1;2;0;
4149775;72;6;1;0;
5542445;16;21;20;6;
5542445;18;11;3;1;
5542445;34;17;10;9;
5542445;43;17;4;4;
615796;38;3;14;0;
615796;63;7;7;0;
3220823;67;10;10;10;
2928130;68;5;11;11;
6024821;40;6;7;4;
6024821;71;1;3;1;
748436;51;23;20;0;
748436;57;26;7;0;
748436;59;27;5;0;
748436;62;18;10;0;
3471512;14;18;3;2;
3471512;29;14;6;5;
3471512;31;21;5;1;
3471512;56;15;12;11;
1893188;10;9;11;11;
1893188;47;1;16;16;
1893188;52;2;20;20;
1985579;69;10;10;0;
1985579;72;6;16;0;
1728884;9;14;13;0;
1728884;47;30;1;0;
824599;25;7;11;10;
824599;53;9;4;3;
8355006;65;20;13;9;
8355006;71;12;14;4;
4172655;38;28;1;1;
4172655;52;19;15;15;
5673989;56;3;19;0;
7992571;26;21;5;0;
7992571;37;25;18;0;
7992571;43;16;20;0;
7992571;58;15;4;0;
7992571;64;19;9;0;
8433507;68;1;10;10;
8433507;71;9;4;4;
7891789;20;25;18;18;
7891789;33;25;8;8;
7891789;40;26;8;8;
7891789;48;12;19;19;
7891789;61;18;1;1;
4550832;53;16;19;19;
4550832;62;22;20;20;
4550832;63;30;8;8;
9829356;26;3;4;4;
5247155;68;10;10;0;
5247155;70;2;14;0;
5247155;71;1;8;0;
5247155;72;5;14;0;
6741661;51;25;16;0;
6741661;54;14;18;0;
6741661;57;26;17;0;
6741661;60;12;10;0;
4786028;51;17;6;0;
4786028;61;23;4;0;
1705762;6;11;8;0;
1705762;21;18;20;0;
1705762;24;26;12;0;
1705762;29;16;16;0;
1705762;44;17;14;0;
9089551;24;20;20;0;
9089551;31;25;16;0;
9089551;40;12;15;0;
9089551;45;30;3;0;
7300740;4;23;14;9;
7300740;19;12;5;3;
7300740;33;23;16;16;
7300740;34;18;9;4;
2325294;3;10;15;15;
2325294;11;5;3;3;
2325294;41;4;3;3;
2325294;42;4;1;1;
8763247;22;22;20;0;
8763247;25;23;20;0;
8763247;37;17;10;0;
2928788;23;23;15;2;
2928788;25;20;5;2;
4304057;63;11;7;0;
4304057;65;14;2;0;
4304057;66;15;16;0;
4618200;11;15;8;8;
4618200;29;15;12;12;
4618200;31;18;2;2;
4618200;43;14;9;9;
3117114;67;28;3;3;
6165801;2;25;20;0;
6165801;4;20;4;0;
6165801;30;28;14;0;
6165801;34;19;5;0;
6165801;46;28;11;0;
4460317;68;8;6;2;
4460317;69;6;15;9;
9144663;21;16;15;15;
9144663;29;24;4;4;
9144663;38;22;12;12;
9144663;48;22;10;10;
9144663;71;17;5;5;
8826336;64;2;1;1;
4314276;14;13;13;4;
4314276;38;13;20;1;
4314276;65;18;11;4;
4314276;66;13;11;6;
6295796;2;27;17;12;
6295796;23;24;5;4;
6295796;47;14;18;12;
8277267;23;21;19;12;
8277267;40;20;7;4;
8277267;49;21;4;2;
8277267;72;13;3;2;
3530733;12;16;15;0;
3530733;27;25;14;0;
3896336;27;11;10;10;
3896336;30;15;19;19;
3896336;36;16;11;11;
3896336;46;24;19;19;
3896336;48;24;1;1;
4938294;69;5;9;9;
4938294;72;10;4;4;
9800479;27;15;15;15;
1989148;2;28;14;0;
1989148;22;20;2;0;
4793068;69;8;11;0;
4793068;70;5;8;0;
4793068;72;10;17;0;
986555;19;7;1;0;
986555;32;4;10;0;
986555;53;10;10;0;
986555;71;8;20;0;
7377325;16;3;15;0;
7377325;29;1;17;0;
7377325;44;2;12;0;
7377325;60;1;12;0;
7377325;69;6;2;0;
9709770;12;28;7;7;
9709770;19;21;18;18;
9709770;23;17;7;7;
6937802;11;10;14;0;
6937802;45;7;8;0;
6937802;46;7;2;0;
9400891;69;3;1;0;
3262369;8;20;5;0;
3262369;10;23;1;0;
3262369;29;16;6;0;
917614;68;6;13;0;
917614;69;7;14;0;
917614;72;10;8;0;
5870475;13;6;13;13;
5870475;52;1;10;10;
5870475;64;7;5;5;
5870475;70;3;12;12;
7510078;10;19;6;0;
7510078;40;19;11;0;
7510078;52;18;15;0;
7510078;59;24;9;0;
7510078;68;27;15;0;
9221247;13;3;9;0;
9221247;30;4;13;0;
9221247;61;8;7;0;
9221247;65;5;9;0;
9221247;67;3;5;0;
4772055;6;24;16;0;
4772055;24;20;6;0;
4772055;40;22;18;0;
8134811;51;25;9;0;
8134811;56;22;6;0;
8134811;63;16;16;0;
8134811;65;30;10;0;
5621919;2;8;15;12;
5621919;17;10;3;3;
4109023;14;13;16;16;
4109023;29;26;15;15;
4109023;35;22;15;15;
4109023;45;11;18;18;
4109023;71;15;14;14;
2941036;29;9;7;7;
5852764;21;16;20;20;
5852764;27;24;9;9;
5852764;36;28;15;11;
5852764;44;24;4;3;
5852764;69;24;20;6;
4032676;29;6;7;0;
5510361;13;8;6;5;
5510361;17;7;11;10;
5510361;19;7;12;3;
242060;67;10;8;8;
242060;69;6;7;7;
242060;72;4;8;8;
893736;9;18;14;0;
893736;26;19;18;0;
893736;53;28;3;0;
893736;58;16;16;0;
893736;72;13;14;0;
3460567;67;2;5;5;
3460567;69;2;11;11;
3460567;70;3;16;16;
3460567;72;10;16;16;
8033094;70;4;11;0;
8079445;4;16;16;0;
8079445;57;11;18;0;
8287163;51;23;16;0;
2878520;68;7;1;0;
2878520;70;5;20;0;
2878520;72;6;19;0;
374982;62;29;18;0;
374982;65;14;6;0;
3702993;14;24;18;6;
3702993;36;27;14;5;
3702993;59;18;14;9;
3702993;68;20;9;6;
7092926;67;5;2;2;
7092926;72;10;18;18;
3253295;21;19;12;12;
3253295;24;15;3;3;
3253295;28;16;9;9;
3253295;36;29;20;20;
3253295;38;15;3;3;
7572579;67;4;19;0;
7572579;68;2;2;0;
3935925;17;1;12;12;
3935925;63;7;18;18;
649928;11;18;19;19;
649928;14;22;6;6;
649928;44;27;10;10;
9243137;3;25;2;0;
9243137;7;23;17;0;
9243137;15;21;16;0;
9243137;22;11;14;0;
6637653;68;1;18;0;
6637653;69;3;18;0;
6637653;70;2;20;0;
6637653;71;5;20;0;
5560016;11;12;9;9;
5560016;18;23;20;20;
5560016;26;14;12;12;
5560016;41;19;9;9;
3559896;16;10;11;11;
3559896;20;1;6;6;
2026958;68;7;17;17;
2026958;70;4;11;11;
2026958;71;10;16;16;
2026958;72;3;6;6;
4782869;68;3;9;0;
9113853;4;27;16;0;
9113853;10;14;17;0;
4929802;67;6;8;8;
4929802;68;6;20;20;
4929802;69;3;9;9;
5899137;27;3;11;0;
5899137;43;6;13;0;
5899137;58;9;10;0;
5471621;67;10;13;13;
5471621;70;6;12;2;
5471621;72;5;3;3;
2316489;12;19;16;10;
2316489;35;15;10;3;
4649326;70;25;6;0;
2878327;50;2;8;8;
2878327;53;2;12;12;
2878327;54;10;8;8;
2878327;70;2;18;18;
7488343;12;1;6;2;
7488343;19;6;12;11;
7488343;37;10;2;2;
7488343;53;8;12;1;
7488343;62;9;3;2;
4483668;51;19;7;0;
4483668;56;16;20;0;
7405654;35;3;4;0;
9181785;71;8;10;0;
9181785;72;2;6;0;
5561524;55;28;1;0;
7686111;6;2;3;3;
2963880;71;13;8;8;
489776;52;16;19;0;
489776;55;12;11;0;
489776;62;17;11;0;
1131201;68;1;18;0;
1131201;69;1;6;0;
1131201;71;2;4;0;
8138791;3;9;9;0;
8138791;19;7;4;0;
8138791;21;8;10;0;
8138791;42;10;7;0;
635464;63;5;13;13;
2151466;54;26;4;0;
2151466;57;12;19;0;
495438;3;5;3;0;
495438;10;3;2;0;
495438;11;9;19;0;
8130132;67;10;3;3;
8130132;71;6;7;7;
8130132;72;7;20;20;
6916803;15;17;20;20;
6916803;27;28;20;20;
6916803;28;13;17;17;
6916803;52;11;10;10;
8340196;9;14;15;6;
8340196;21;26;10;1;
8340196;50;26;17;10;
8340196;57;20;5;1;
3950947;4;4;17;0;
3950947;7;4;11;0;
3950947;30;10;19;0;
3950947;43;1;2;0;
3950947;70;2;6;0;
9890755;6;24;4;4;
9890755;13;20;7;7;
9890755;56;24;16;16;
3351049;9;14;2;0;
9846773;58;20;15;0;
3388260;16;20;16;16;
3388260;22;16;5;5;
3388260;41;20;2;2;
5135312;54;15;11;0;
5135312;57;24;19;0;
5135312;60;20;20;0;
5135312;64;27;11;0;
5135312;65;23;7;0;
2970638;55;20;18;0;
832094;54;21;6;6;
832094;57;20;13;13;
832094;65;12;20;20;
832094;66;19;2;2;
8518336;19;7;18;0;
8518336;32;9;12;0;
4448864;70;1;18;0;
4448864;71;8;2;0;
6476920;51;13;14;0;
6476920;52;18;19;0;
6476920;63;17;17;0;
6476920;65;28;14;0;
5943666;69;10;7;7;
5943666;71;1;6;6;
5943666;72;9;6;6;
8017479;3;1;18;0;
8017479;20;7;13;0;
8017479;50;10;17;0;
8017479;55;8;8;0;
