NUMERO;COD_LOCAL;COD_PRODUCTO;COD_PRESENTACION;CANTIDAD;FECHA;PRECIO;
6886435;5247;69;3;16;TO_DATE('2013-08-29','YYYY-MM-DD');99784;
4250713;4906;64;27;6;TO_DATE('2014-04-04','YYYY-MM-DD');279382;
2083256;4834;64;17;10;TO_DATE('2014-03-22','YYYY-MM-DD');20475;
9148100;4830;53;19;16;TO_DATE('2014-02-21','YYYY-MM-DD');97930;
296219;5509;56;15;12;TO_DATE('2013-12-26','YYYY-MM-DD');66798;
5126918;5714;63;30;5;TO_DATE('2013-12-13','YYYY-MM-DD');129353;
9853580;5355;53;30;3;TO_DATE('2013-05-27','YYYY-MM-DD');246936;
5438935;4999;72;4;1;TO_DATE('2013-08-31','YYYY-MM-DD');84094;
4817554;5847;60;19;7;TO_DATE('2013-04-27','YYYY-MM-DD');138347;
9884260;5769;52;18;8;TO_DATE('2013-08-28','YYYY-MM-DD');138657;
7091147;4960;71;10;8;TO_DATE('2013-12-07','YYYY-MM-DD');29976;
3864967;5798;26;16;3;TO_DATE('2014-03-28','YYYY-MM-DD');33449;
3599446;5959;61;14;12;TO_DATE('2013-06-14','YYYY-MM-DD');45706;
4241719;5235;20;11;14;TO_DATE('2013-08-20','YYYY-MM-DD');68976;
3381346;4931;65;26;18;TO_DATE('2014-01-16','YYYY-MM-DD');153713;
5329476;5591;59;24;10;TO_DATE('2013-06-21','YYYY-MM-DD');234577;
7137852;6286;23;29;11;TO_DATE('2013-08-18','YYYY-MM-DD');222955;
3239516;5945;39;16;16;TO_DATE('2013-11-04','YYYY-MM-DD');113060;
5105111;5040;65;17;20;TO_DATE('2013-12-27','YYYY-MM-DD');158360;
5903948;5715;67;9;11;TO_DATE('2013-05-10','YYYY-MM-DD');249732;
4572478;6362;36;12;1;TO_DATE('2014-04-05','YYYY-MM-DD');66549;
473730;5701;47;29;13;TO_DATE('2014-02-08','YYYY-MM-DD');219733;
4397784;5886;26;13;7;TO_DATE('2013-05-31','YYYY-MM-DD');220561;
1748960;6108;70;1;10;TO_DATE('2013-08-14','YYYY-MM-DD');121672;
8678625;4719;8;30;10;TO_DATE('2013-09-11','YYYY-MM-DD');247239;
2171216;6255;69;2;14;TO_DATE('2013-10-07','YYYY-MM-DD');149501;
1125576;5730;26;11;11;TO_DATE('2013-12-24','YYYY-MM-DD');73885;
8133403;5911;2;29;18;TO_DATE('2013-09-11','YYYY-MM-DD');121313;
5779905;5114;71;4;13;TO_DATE('2013-09-10','YYYY-MM-DD');241082;
7072467;4544;67;1;7;TO_DATE('2013-09-06','YYYY-MM-DD');48850;
4266818;4612;25;22;11;TO_DATE('2013-12-24','YYYY-MM-DD');54966;
3648723;6339;67;8;12;TO_DATE('2013-06-16','YYYY-MM-DD');198217;
6904407;5231;54;14;3;TO_DATE('2013-08-09','YYYY-MM-DD');19092;
5928861;6399;21;23;3;TO_DATE('2014-01-15','YYYY-MM-DD');67631;
1213998;5965;72;5;15;TO_DATE('2013-07-06','YYYY-MM-DD');297314;
8456945;4972;64;30;3;TO_DATE('2013-07-02','YYYY-MM-DD');28134;
3926273;5677;68;9;15;TO_DATE('2013-08-01','YYYY-MM-DD');144677;
9453079;6221;52;19;2;TO_DATE('2014-03-07','YYYY-MM-DD');205115;
4093530;4891;61;26;8;TO_DATE('2013-10-02','YYYY-MM-DD');153308;
314409;5145;72;10;8;TO_DATE('2013-07-21','YYYY-MM-DD');265869;
1789373;5419;64;24;6;TO_DATE('2014-03-21','YYYY-MM-DD');19744;
851643;4900;13;24;1;TO_DATE('2013-07-30','YYYY-MM-DD');95401;
1490183;5554;60;14;18;TO_DATE('2013-09-03','YYYY-MM-DD');297580;
7145422;5647;60;17;6;TO_DATE('2014-01-31','YYYY-MM-DD');282721;
5780919;5886;31;17;15;TO_DATE('2014-02-18','YYYY-MM-DD');181147;
4294479;5929;25;22;4;TO_DATE('2013-11-16','YYYY-MM-DD');207730;
2156965;5957;68;8;8;TO_DATE('2013-11-16','YYYY-MM-DD');287350;
4746391;4830;58;26;14;TO_DATE('2013-05-23','YYYY-MM-DD');246753;
2500153;4579;5;29;7;TO_DATE('2013-05-26','YYYY-MM-DD');80671;
7966608;6316;64;28;6;TO_DATE('2013-04-30','YYYY-MM-DD');59905;
6645802;6453;40;20;6;TO_DATE('2013-12-13','YYYY-MM-DD');121610;
6201238;4729;22;30;19;TO_DATE('2013-07-26','YYYY-MM-DD');293884;
5747864;5645;72;3;10;TO_DATE('2014-03-14','YYYY-MM-DD');49211;
8089130;5507;70;1;11;TO_DATE('2013-05-04','YYYY-MM-DD');87892;
859130;5518;69;3;13;TO_DATE('2013-11-10','YYYY-MM-DD');289812;
6362751;4997;68;5;18;TO_DATE('2014-03-16','YYYY-MM-DD');113022;
8562576;6448;70;5;2;TO_DATE('2013-12-29','YYYY-MM-DD');194498;
9973929;4728;28;15;5;TO_DATE('2013-10-09','YYYY-MM-DD');27248;
5199779;4884;66;20;5;TO_DATE('2013-11-27','YYYY-MM-DD');45633;
5529086;5377;69;1;19;TO_DATE('2013-05-25','YYYY-MM-DD');157049;
7919624;5134;71;8;6;TO_DATE('2013-08-19','YYYY-MM-DD');239199;
47667;5575;57;19;1;TO_DATE('2013-08-09','YYYY-MM-DD');106989;
2932001;4961;69;1;9;TO_DATE('2013-05-06','YYYY-MM-DD');48988;
702327;5156;70;9;17;TO_DATE('2014-02-22','YYYY-MM-DD');262875;
286418;6091;48;19;4;TO_DATE('2014-03-24','YYYY-MM-DD');36328;
6320;4782;24;20;13;TO_DATE('2014-02-20','YYYY-MM-DD');152785;
1753738;4748;18;23;2;TO_DATE('2013-08-07','YYYY-MM-DD');16871;
1009932;6357;12;18;16;TO_DATE('2013-12-17','YYYY-MM-DD');54801;
7518124;4554;62;14;12;TO_DATE('2014-01-20','YYYY-MM-DD');208853;
4326055;4623;66;14;5;TO_DATE('2014-02-10','YYYY-MM-DD');52595;
4580040;5234;24;19;11;TO_DATE('2013-07-04','YYYY-MM-DD');109951;
5805065;6128;31;27;1;TO_DATE('2013-12-20','YYYY-MM-DD');184473;
6125658;4928;34;20;19;TO_DATE('2013-11-01','YYYY-MM-DD');196526;
4936914;6141;36;16;4;TO_DATE('2013-06-03','YYYY-MM-DD');214131;
1021592;5025;70;10;9;TO_DATE('2014-01-25','YYYY-MM-DD');280492;
6865261;5169;67;5;12;TO_DATE('2014-03-19','YYYY-MM-DD');160370;
6690448;6068;55;26;5;TO_DATE('2013-09-15','YYYY-MM-DD');170698;
1768970;5966;48;27;15;TO_DATE('2013-06-01','YYYY-MM-DD');116008;
525961;5191;70;4;19;TO_DATE('2013-12-18','YYYY-MM-DD');166021;
689282;6122;58;18;16;TO_DATE('2014-01-16','YYYY-MM-DD');230141;
6909711;6428;63;12;17;TO_DATE('2013-08-17','YYYY-MM-DD');277623;
2912892;5333;25;11;14;TO_DATE('2013-10-06','YYYY-MM-DD');40744;
6278519;6111;49;29;10;TO_DATE('2013-11-27','YYYY-MM-DD');266875;
5021410;4868;72;8;17;TO_DATE('2013-10-19','YYYY-MM-DD');222535;
7110993;6448;70;5;8;TO_DATE('2013-09-23','YYYY-MM-DD');58455;
782072;4870;53;11;3;TO_DATE('2013-12-13','YYYY-MM-DD');215144;
8314490;6492;24;27;14;TO_DATE('2013-05-21','YYYY-MM-DD');293119;
7990081;6204;67;4;5;TO_DATE('2013-11-04','YYYY-MM-DD');94592;
6945621;5886;50;22;17;TO_DATE('2013-10-25','YYYY-MM-DD');101517;
276199;6187;56;20;5;TO_DATE('2013-12-12','YYYY-MM-DD');260085;
2229303;4607;29;27;6;TO_DATE('2013-08-11','YYYY-MM-DD');62983;
1280292;6065;70;9;1;TO_DATE('2013-11-29','YYYY-MM-DD');259717;
9583702;5344;16;22;12;TO_DATE('2014-03-01','YYYY-MM-DD');22520;
5397990;5743;67;8;10;TO_DATE('2013-07-27','YYYY-MM-DD');212685;
9680747;6108;70;7;14;TO_DATE('2013-07-13','YYYY-MM-DD');179356;
3662407;6232;3;20;3;TO_DATE('2013-10-26','YYYY-MM-DD');62273;
7023490;6450;51;27;7;TO_DATE('2014-01-23','YYYY-MM-DD');284513;
8000462;6170;70;8;10;TO_DATE('2013-12-22','YYYY-MM-DD');222829;
2102409;4553;2;25;19;TO_DATE('2013-04-30','YYYY-MM-DD');37762;
877242;4728;7;24;11;TO_DATE('2013-10-30','YYYY-MM-DD');119310;
7934562;4747;53;15;19;TO_DATE('2013-05-22','YYYY-MM-DD');29539;
4922811;5147;71;9;18;TO_DATE('2014-03-02','YYYY-MM-DD');267103;
3563666;4576;42;18;4;TO_DATE('2014-01-17','YYYY-MM-DD');42485;
3425948;4539;59;27;8;TO_DATE('2013-05-11','YYYY-MM-DD');92504;
6679920;5915;71;8;11;TO_DATE('2014-04-08','YYYY-MM-DD');253846;
2289102;5202;58;30;2;TO_DATE('2013-05-14','YYYY-MM-DD');198367;
4324817;6283;72;5;11;TO_DATE('2013-05-04','YYYY-MM-DD');256592;
8329136;5110;71;10;15;TO_DATE('2013-12-25','YYYY-MM-DD');249836;
2291214;5266;42;25;16;TO_DATE('2013-08-29','YYYY-MM-DD');40975;
647168;5453;70;5;5;TO_DATE('2013-05-06','YYYY-MM-DD');233947;
6184029;5141;35;21;17;TO_DATE('2013-12-29','YYYY-MM-DD');150151;
3629430;6389;43;20;4;TO_DATE('2013-07-08','YYYY-MM-DD');222397;
6042200;5643;70;10;17;TO_DATE('2013-10-30','YYYY-MM-DD');273387;
7270311;5710;21;16;20;TO_DATE('2014-04-09','YYYY-MM-DD');170681;
906435;5041;15;24;12;TO_DATE('2013-04-21','YYYY-MM-DD');159833;
1895533;6130;53;23;17;TO_DATE('2013-09-02','YYYY-MM-DD');74690;
9233524;5426;61;23;20;TO_DATE('2014-01-08','YYYY-MM-DD');34560;
9363758;5639;71;7;14;TO_DATE('2014-03-23','YYYY-MM-DD');42448;
7928922;5816;61;15;20;TO_DATE('2013-10-24','YYYY-MM-DD');155460;
6534276;5833;67;10;9;TO_DATE('2013-06-23','YYYY-MM-DD');47629;
1833676;5649;20;21;9;TO_DATE('2013-12-17','YYYY-MM-DD');172053;
4369376;5756;51;15;7;TO_DATE('2013-07-25','YYYY-MM-DD');188205;
7104175;6474;1;16;14;TO_DATE('2014-04-07','YYYY-MM-DD');56184;
1395814;4810;4;19;9;TO_DATE('2013-12-31','YYYY-MM-DD');157289;
8723548;5750;69;10;4;TO_DATE('2013-12-09','YYYY-MM-DD');204989;
4591012;6404;59;12;5;TO_DATE('2013-05-15','YYYY-MM-DD');251600;
7372422;4623;58;23;20;TO_DATE('2014-02-07','YYYY-MM-DD');22277;
2895320;5917;63;16;11;TO_DATE('2013-09-12','YYYY-MM-DD');235085;
8681041;6438;32;14;17;TO_DATE('2013-10-20','YYYY-MM-DD');29045;
4472843;6026;69;1;10;TO_DATE('2014-02-23','YYYY-MM-DD');161798;
7405656;5213;16;24;16;TO_DATE('2014-02-09','YYYY-MM-DD');121110;
1294809;6212;65;17;16;TO_DATE('2013-09-14','YYYY-MM-DD');297418;
4559758;4677;27;22;17;TO_DATE('2014-04-14','YYYY-MM-DD');84311;
2962656;4762;70;5;4;TO_DATE('2013-09-21','YYYY-MM-DD');111769;
5888042;4600;72;6;10;TO_DATE('2013-11-22','YYYY-MM-DD');42677;
5029858;5102;72;4;12;TO_DATE('2013-06-06','YYYY-MM-DD');196877;
7180575;5515;49;27;9;TO_DATE('2013-07-10','YYYY-MM-DD');290284;
723165;5033;50;23;2;TO_DATE('2013-05-15','YYYY-MM-DD');27287;
6537670;4949;17;23;9;TO_DATE('2013-11-14','YYYY-MM-DD');222958;
4673797;6132;11;30;18;TO_DATE('2013-05-08','YYYY-MM-DD');185633;
7534417;5460;59;20;1;TO_DATE('2014-01-19','YYYY-MM-DD');142327;
3430071;5301;54;17;5;TO_DATE('2013-09-09','YYYY-MM-DD');149438;
2169570;5448;70;8;17;TO_DATE('2013-05-18','YYYY-MM-DD');61623;
200718;4970;68;4;7;TO_DATE('2013-06-09','YYYY-MM-DD');26623;
3805800;6232;10;18;7;TO_DATE('2013-08-23','YYYY-MM-DD');48775;
9890728;5128;32;25;20;TO_DATE('2013-12-31','YYYY-MM-DD');128758;
5373199;4551;71;8;11;TO_DATE('2013-04-26','YYYY-MM-DD');138092;
3169344;4618;69;6;10;TO_DATE('2014-03-13','YYYY-MM-DD');258937;
9107459;4650;62;29;14;TO_DATE('2013-07-01','YYYY-MM-DD');155498;
9309380;6230;28;30;4;TO_DATE('2013-06-09','YYYY-MM-DD');10153;
6901083;4712;53;19;3;TO_DATE('2013-12-04','YYYY-MM-DD');149134;
5182639;6258;72;8;11;TO_DATE('2014-03-16','YYYY-MM-DD');54244;
3926224;5479;71;2;8;TO_DATE('2014-04-18','YYYY-MM-DD');243553;
4279801;4994;69;4;20;TO_DATE('2013-08-11','YYYY-MM-DD');154113;
8091248;5404;11;28;12;TO_DATE('2014-02-14','YYYY-MM-DD');212329;
6300549;5375;27;25;4;TO_DATE('2013-07-21','YYYY-MM-DD');73631;
9473614;4875;56;17;17;TO_DATE('2014-03-10','YYYY-MM-DD');224255;
537476;5935;53;21;5;TO_DATE('2013-11-25','YYYY-MM-DD');227432;
1000803;6428;59;24;7;TO_DATE('2014-04-05','YYYY-MM-DD');52291;
9534828;5429;48;23;14;TO_DATE('2014-02-21','YYYY-MM-DD');227957;
650866;4550;48;25;14;TO_DATE('2013-05-17','YYYY-MM-DD');19822;
2310080;4894;69;5;19;TO_DATE('2013-09-29','YYYY-MM-DD');215256;
2702412;6030;37;15;15;TO_DATE('2014-02-23','YYYY-MM-DD');24024;
7942241;4691;49;22;16;TO_DATE('2013-11-18','YYYY-MM-DD');224898;
9854126;6189;68;5;3;TO_DATE('2013-08-09','YYYY-MM-DD');68991;
6943637;4783;65;19;5;TO_DATE('2013-11-08','YYYY-MM-DD');107664;
9614411;6472;60;24;1;TO_DATE('2013-10-18','YYYY-MM-DD');204068;
7864399;5422;1;24;11;TO_DATE('2013-09-24','YYYY-MM-DD');239543;
8071591;5269;68;3;11;TO_DATE('2014-03-22','YYYY-MM-DD');189438;
2675388;5649;34;28;19;TO_DATE('2014-01-24','YYYY-MM-DD');51276;
3542226;5600;69;8;12;TO_DATE('2014-02-14','YYYY-MM-DD');26227;
4572313;4834;63;21;14;TO_DATE('2013-08-29','YYYY-MM-DD');179119;
4111027;4560;63;16;18;TO_DATE('2013-11-12','YYYY-MM-DD');92625;
3166198;4742;62;19;2;TO_DATE('2013-10-28','YYYY-MM-DD');45397;
398660;5495;70;4;17;TO_DATE('2014-01-05','YYYY-MM-DD');97587;
1670560;6474;15;23;6;TO_DATE('2014-02-06','YYYY-MM-DD');178777;
1312871;6147;9;11;13;TO_DATE('2014-01-04','YYYY-MM-DD');23020;
2663543;5772;69;6;10;TO_DATE('2013-12-09','YYYY-MM-DD');156998;
5474117;4733;23;16;15;TO_DATE('2013-05-19','YYYY-MM-DD');236677;
454564;6426;51;16;18;TO_DATE('2013-08-29','YYYY-MM-DD');140303;
4780780;4611;72;5;20;TO_DATE('2013-10-27','YYYY-MM-DD');280959;
504719;5209;58;18;6;TO_DATE('2014-01-06','YYYY-MM-DD');41390;
3901848;5746;66;11;15;TO_DATE('2013-07-25','YYYY-MM-DD');244346;
382257;4875;64;24;20;TO_DATE('2013-04-25','YYYY-MM-DD');26859;
8549321;4964;67;6;18;TO_DATE('2014-03-25','YYYY-MM-DD');52358;
8573115;5474;59;22;19;TO_DATE('2014-02-07','YYYY-MM-DD');143072;
189238;6258;68;4;13;TO_DATE('2013-05-19','YYYY-MM-DD');298071;
4660238;4751;19;21;20;TO_DATE('2013-12-04','YYYY-MM-DD');175620;
3462767;5758;67;3;20;TO_DATE('2013-12-03','YYYY-MM-DD');237118;
5772230;6086;23;11;8;TO_DATE('2013-05-19','YYYY-MM-DD');13474;
8040957;6062;60;15;16;TO_DATE('2013-11-13','YYYY-MM-DD');99019;
9331335;5766;57;21;15;TO_DATE('2014-02-12','YYYY-MM-DD');231462;
2281255;5572;22;27;9;TO_DATE('2013-12-07','YYYY-MM-DD');126842;
5388192;5691;69;3;18;TO_DATE('2013-05-29','YYYY-MM-DD');75128;
1635204;5304;39;19;16;TO_DATE('2013-08-23','YYYY-MM-DD');66192;
9992810;4893;66;28;1;TO_DATE('2013-07-29','YYYY-MM-DD');208615;
5627138;6449;56;26;2;TO_DATE('2013-06-28','YYYY-MM-DD');32522;
6889342;5811;56;28;12;TO_DATE('2013-09-20','YYYY-MM-DD');107756;
9707923;5624;67;9;10;TO_DATE('2014-01-11','YYYY-MM-DD');150897;
7112798;5887;57;12;5;TO_DATE('2013-09-20','YYYY-MM-DD');224520;
2578021;5086;59;17;2;TO_DATE('2013-05-23','YYYY-MM-DD');239014;
5775693;5054;71;10;19;TO_DATE('2013-12-26','YYYY-MM-DD');151997;
8574001;6446;70;7;2;TO_DATE('2014-01-23','YYYY-MM-DD');118298;
3816001;6170;70;7;7;TO_DATE('2013-05-01','YYYY-MM-DD');41648;
7196809;5302;67;3;2;TO_DATE('2013-09-29','YYYY-MM-DD');30720;
317040;4540;55;23;18;TO_DATE('2013-11-20','YYYY-MM-DD');297605;
5569384;5279;59;22;3;TO_DATE('2013-08-08','YYYY-MM-DD');138022;
4848312;4821;17;29;8;TO_DATE('2014-01-18','YYYY-MM-DD');77884;
7127756;4833;66;18;9;TO_DATE('2013-06-25','YYYY-MM-DD');136635;
8663436;5131;4;17;10;TO_DATE('2013-06-30','YYYY-MM-DD');146735;
8784936;4772;66;25;9;TO_DATE('2013-09-11','YYYY-MM-DD');179361;
5623658;5967;71;1;12;TO_DATE('2013-05-28','YYYY-MM-DD');272266;
645663;4722;7;11;20;TO_DATE('2013-08-09','YYYY-MM-DD');77740;
8070238;6054;28;20;6;TO_DATE('2013-06-06','YYYY-MM-DD');246730;
9801925;4589;15;30;14;TO_DATE('2013-05-07','YYYY-MM-DD');136743;
9739982;4711;69;5;18;TO_DATE('2013-09-21','YYYY-MM-DD');103055;
5771070;5442;63;21;2;TO_DATE('2014-03-17','YYYY-MM-DD');42602;
6947113;6444;68;1;19;TO_DATE('2013-10-19','YYYY-MM-DD');60480;
267640;5651;59;14;19;TO_DATE('2014-03-28','YYYY-MM-DD');289857;
9158129;5480;69;5;7;TO_DATE('2013-07-29','YYYY-MM-DD');73701;
354750;5589;26;23;8;TO_DATE('2014-03-16','YYYY-MM-DD');195272;
6376373;4674;62;28;13;TO_DATE('2013-08-11','YYYY-MM-DD');173803;
1278993;6222;23;24;2;TO_DATE('2013-10-22','YYYY-MM-DD');15253;
8011246;4918;39;16;14;TO_DATE('2013-06-07','YYYY-MM-DD');291136;
9260454;6332;49;19;10;TO_DATE('2014-03-21','YYYY-MM-DD');108893;
2197329;6253;69;5;7;TO_DATE('2014-01-05','YYYY-MM-DD');11605;
4348322;5020;72;9;3;TO_DATE('2013-08-25','YYYY-MM-DD');22611;
6302758;6381;67;5;12;TO_DATE('2013-07-28','YYYY-MM-DD');63176;
4904009;4858;67;5;15;TO_DATE('2014-02-24','YYYY-MM-DD');166651;
3850196;5834;57;15;1;TO_DATE('2013-11-19','YYYY-MM-DD');134877;
7499661;5476;15;29;5;TO_DATE('2013-12-07','YYYY-MM-DD');179990;
9880086;5832;66;29;20;TO_DATE('2014-02-05','YYYY-MM-DD');176988;
2503623;6225;64;11;15;TO_DATE('2013-07-11','YYYY-MM-DD');134603;
8818285;4519;64;23;8;TO_DATE('2013-05-16','YYYY-MM-DD');230176;
5527894;6470;20;23;17;TO_DATE('2013-06-22','YYYY-MM-DD');46225;
361495;4619;41;18;3;TO_DATE('2014-04-17','YYYY-MM-DD');55502;
6170402;4873;70;2;11;TO_DATE('2014-04-03','YYYY-MM-DD');19429;
6474986;4705;71;2;4;TO_DATE('2013-05-31','YYYY-MM-DD');18666;
2936790;4628;72;2;3;TO_DATE('2013-06-22','YYYY-MM-DD');186079;
8693440;6278;51;25;8;TO_DATE('2013-05-29','YYYY-MM-DD');203554;
9645539;6283;71;2;19;TO_DATE('2013-11-05','YYYY-MM-DD');21767;
4883795;5630;72;1;20;TO_DATE('2013-10-20','YYYY-MM-DD');182739;
3362419;6290;68;10;17;TO_DATE('2013-12-09','YYYY-MM-DD');76283;
8725605;5728;65;25;16;TO_DATE('2014-01-25','YYYY-MM-DD');33257;
5426112;4902;13;25;14;TO_DATE('2014-04-19','YYYY-MM-DD');59487;
9519277;6168;62;20;9;TO_DATE('2014-01-09','YYYY-MM-DD');147090;
9352955;5965;72;8;18;TO_DATE('2013-10-06','YYYY-MM-DD');36829;
6997117;5395;71;10;18;TO_DATE('2013-06-28','YYYY-MM-DD');109100;
8537553;5195;34;16;1;TO_DATE('2013-06-20','YYYY-MM-DD');231526;
5005624;6149;41;27;2;TO_DATE('2014-03-24','YYYY-MM-DD');96176;
1085443;5825;68;2;12;TO_DATE('2014-02-14','YYYY-MM-DD');280658;
9895212;4829;38;15;3;TO_DATE('2013-12-30','YYYY-MM-DD');62266;
6178606;5841;4;20;7;TO_DATE('2013-11-13','YYYY-MM-DD');114207;
6260000;5151;66;23;7;TO_DATE('2013-08-13','YYYY-MM-DD');83645;
5374406;6456;71;7;3;TO_DATE('2013-12-08','YYYY-MM-DD');271083;
2121919;6345;70;7;7;TO_DATE('2013-12-17','YYYY-MM-DD');265961;
7045217;6243;23;16;5;TO_DATE('2013-10-21','YYYY-MM-DD');51818;
7556669;5864;72;3;6;TO_DATE('2014-01-08','YYYY-MM-DD');293101;
6198106;5096;62;30;4;TO_DATE('2014-03-23','YYYY-MM-DD');153867;
2468622;6201;64;19;13;TO_DATE('2013-05-28','YYYY-MM-DD');207413;
8978498;5734;21;13;18;TO_DATE('2013-09-07','YYYY-MM-DD');252219;
3641139;4559;57;20;4;TO_DATE('2013-11-25','YYYY-MM-DD');104611;
7968237;6390;13;30;11;TO_DATE('2014-03-31','YYYY-MM-DD');19561;
8447073;5922;49;13;5;TO_DATE('2013-09-21','YYYY-MM-DD');278396;
8807770;6156;38;19;15;TO_DATE('2013-05-14','YYYY-MM-DD');215427;
8700545;4895;69;9;12;TO_DATE('2014-02-22','YYYY-MM-DD');290068;
381811;4843;14;26;7;TO_DATE('2013-11-19','YYYY-MM-DD');237959;
8292828;6213;54;15;4;TO_DATE('2014-01-04','YYYY-MM-DD');104971;
5549952;4529;65;30;7;TO_DATE('2013-12-06','YYYY-MM-DD');132215;
9771082;4919;65;28;16;TO_DATE('2013-08-24','YYYY-MM-DD');270522;
855101;6222;20;16;16;TO_DATE('2014-02-07','YYYY-MM-DD');150334;
6663745;5108;14;12;2;TO_DATE('2013-07-17','YYYY-MM-DD');189447;
771750;4688;67;5;11;TO_DATE('2014-03-17','YYYY-MM-DD');244527;
3292149;4902;37;16;12;TO_DATE('2013-09-24','YYYY-MM-DD');242373;
6281854;5385;64;25;15;TO_DATE('2013-08-23','YYYY-MM-DD');153780;
7775469;6359;59;25;18;TO_DATE('2014-03-12','YYYY-MM-DD');117807;
2308196;5784;70;3;14;TO_DATE('2013-09-13','YYYY-MM-DD');223301;
807073;5713;68;7;9;TO_DATE('2013-08-13','YYYY-MM-DD');210515;
7212175;5745;66;29;20;TO_DATE('2014-03-15','YYYY-MM-DD');165833;
9844944;4579;11;13;1;TO_DATE('2013-09-05','YYYY-MM-DD');133163;
176263;4965;70;3;9;TO_DATE('2013-05-07','YYYY-MM-DD');173145;
2842821;5283;70;10;18;TO_DATE('2013-10-08','YYYY-MM-DD');174138;
6258854;6157;67;7;18;TO_DATE('2013-10-02','YYYY-MM-DD');163731;
6841806;5118;68;5;10;TO_DATE('2013-05-16','YYYY-MM-DD');143351;
5780275;6076;63;26;20;TO_DATE('2013-07-17','YYYY-MM-DD');99444;
9678348;5564;24;24;16;TO_DATE('2014-04-14','YYYY-MM-DD');65682;
1763255;5092;58;12;6;TO_DATE('2013-05-31','YYYY-MM-DD');213899;
1483244;6244;52;17;18;TO_DATE('2013-08-19','YYYY-MM-DD');170852;
5893085;5821;31;28;10;TO_DATE('2013-06-01','YYYY-MM-DD');211051;
2549878;5411;72;9;11;TO_DATE('2013-06-27','YYYY-MM-DD');157470;
2849763;4532;67;6;15;TO_DATE('2014-02-11','YYYY-MM-DD');72373;
8311096;4992;64;24;8;TO_DATE('2013-09-26','YYYY-MM-DD');188132;
9864496;5520;24;14;15;TO_DATE('2013-09-20','YYYY-MM-DD');160434;
6777082;4873;72;1;18;TO_DATE('2013-08-06','YYYY-MM-DD');272761;
9868891;4807;65;14;6;TO_DATE('2013-10-03','YYYY-MM-DD');94184;
7754208;5829;14;23;5;TO_DATE('2013-08-06','YYYY-MM-DD');48938;
4121588;5922;1;25;12;TO_DATE('2013-12-01','YYYY-MM-DD');278088;
7971441;5585;53;30;1;TO_DATE('2013-11-17','YYYY-MM-DD');254432;
1261222;4593;56;23;14;TO_DATE('2014-04-09','YYYY-MM-DD');131124;
7821434;5695;72;4;12;TO_DATE('2014-02-16','YYYY-MM-DD');72654;
7444699;5555;48;25;5;TO_DATE('2014-04-01','YYYY-MM-DD');243235;
7455721;4977;28;30;9;TO_DATE('2013-07-23','YYYY-MM-DD');214383;
3293863;4718;51;18;8;TO_DATE('2013-10-04','YYYY-MM-DD');241081;
4328315;5629;22;28;10;TO_DATE('2014-01-15','YYYY-MM-DD');168307;
3470767;4515;26;21;5;TO_DATE('2013-04-28','YYYY-MM-DD');248734;
8443127;6107;66;23;10;TO_DATE('2013-08-06','YYYY-MM-DD');10561;
6153195;6301;26;13;7;TO_DATE('2014-03-12','YYYY-MM-DD');280679;
8818952;5984;27;30;18;TO_DATE('2013-08-18','YYYY-MM-DD');137817;
9004591;5493;61;27;20;TO_DATE('2014-01-10','YYYY-MM-DD');129799;
1363034;4744;45;15;11;TO_DATE('2014-02-25','YYYY-MM-DD');138407;
5490832;5264;35;14;4;TO_DATE('2013-12-11','YYYY-MM-DD');18249;
7408594;5674;7;24;13;TO_DATE('2013-04-29','YYYY-MM-DD');50287;
6976783;5222;28;12;4;TO_DATE('2013-07-29','YYYY-MM-DD');196982;
9881843;5394;67;6;13;TO_DATE('2013-08-18','YYYY-MM-DD');242478;
325846;5804;26;17;3;TO_DATE('2013-10-10','YYYY-MM-DD');238861;
9773006;6261;60;21;2;TO_DATE('2013-07-28','YYYY-MM-DD');237908;
7919405;5654;57;23;2;TO_DATE('2013-08-25','YYYY-MM-DD');267814;
8715657;4598;71;2;3;TO_DATE('2013-09-22','YYYY-MM-DD');97505;
1238850;4763;71;1;3;TO_DATE('2013-09-18','YYYY-MM-DD');257177;
9252202;4691;33;22;6;TO_DATE('2013-06-17','YYYY-MM-DD');71686;
8346245;6492;15;26;5;TO_DATE('2014-04-11','YYYY-MM-DD');220347;
2008969;4857;18;11;10;TO_DATE('2013-05-19','YYYY-MM-DD');290796;
2728958;6366;70;10;4;TO_DATE('2014-01-30','YYYY-MM-DD');61163;
7939582;5961;71;5;17;TO_DATE('2013-09-02','YYYY-MM-DD');130115;
7779887;5000;28;21;10;TO_DATE('2013-06-02','YYYY-MM-DD');195358;
989039;6312;68;7;13;TO_DATE('2013-06-09','YYYY-MM-DD');181637;
572119;4620;51;28;15;TO_DATE('2013-12-23','YYYY-MM-DD');22308;
5466130;4882;67;3;2;TO_DATE('2013-07-21','YYYY-MM-DD');87562;
231814;4604;64;26;12;TO_DATE('2013-05-24','YYYY-MM-DD');25357;
2379942;5817;12;12;17;TO_DATE('2013-11-01','YYYY-MM-DD');123311;
3471433;5457;64;26;8;TO_DATE('2014-01-09','YYYY-MM-DD');70478;
7737727;4709;39;11;6;TO_DATE('2013-07-03','YYYY-MM-DD');260675;
