COD_BODEGA;COD_PEDIDO;TIPO_NOTIFICACION;MENSAJE_E_MAIL;
4451;2439513;'Cierre Bodega';'La bodega con identificador 4451 está en mantenimiento.';
2553;2439513;'Cierre Bodega';'La bodega con identificador 2553 está en mantenimiento.';
622;2439513;'Cierre Bodega';'La bodega con identificador 622 está en mantenimiento.';
960;8445420;'Cierre Bodega';'La bodega con identificador 960 está en mantenimiento.';
3946;6808600;'Cierre Bodega';'La bodega con identificador 3946 está en ampliacion.';
3560;7970750;'Cierre Bodega';'La bodega con identificador 3560 está en mantenimiento.';
239;3799446;'Cierre Bodega';'La bodega con identificador 239 está en mantenimiento.';
1421;8686418;'Cierre Bodega';'La bodega con identificador 1421 está en ampliacion.';
1781;2925652;'Cierre Bodega';'La bodega con identificador 1781 está en mantenimiento.';
4333;789349;'Cierre Bodega';'La bodega con identificador 4333 está en mantenimiento.';
1238;6481066;'Cierre Bodega';'La bodega con identificador 1238 está en ampliacion.';
2631;6481066;'Balanceo Bodega';'La bodega con identificador 2631 está enviando productos a una nueva bodega.';
3079;40163;'Cierre Bodega';'La bodega con identificador 3079 está en mantenimiento.';
2977;3822283;'Cierre Bodega';'La bodega con identificador 2977 está en mantenimiento.';
3260;4780635;'Cierre Bodega';'La bodega con identificador 3260 está en ampliacion.';
3284;5918523;'Cierre Bodega';'La bodega con identificador 3284 está en ampliacion.';
1701;7815872;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
4098;7755133;'Cierre Bodega';'La bodega con identificador 4098 está en mantenimiento.';
4328;5352899;'Cierre Bodega';'La bodega con identificador 4328 está en ampliacion.';
267;2937761;'Cierre Bodega';'La bodega con identificador 267 está en mantenimiento.';
4362;2937761;'Balanceo Bodega';'La bodega con identificador 4362 está enviando productos a una nueva bodega.';
896;2937761;'Cierre Bodega';'La bodega con identificador 896 está en ampliacion.';
1597;5767811;'Cierre Bodega';'La bodega con identificador 1597 está en mantenimiento.';
2888;8269423;'Balanceo Bodega';'La bodega con identificador 2888 está enviando productos a una nueva bodega.';
3131;187504;'Cierre Bodega';'La bodega con identificador 3131 está en mantenimiento.';
3017;7796058;'Cierre Bodega';'La bodega con identificador 3017 está en ampliacion.';
624;5169322;'Balanceo Bodega';'La bodega con identificador 624 está enviando productos a una nueva bodega.';
896;5934184;'Cierre Bodega';'La bodega con identificador 896 está en ampliacion.';
4170;6569583;'Cierre Bodega';'La bodega con identificador 4170 está en mantenimiento.';
3801;512184;'Balanceo Bodega';'La bodega con identificador 3801 está enviando productos a una nueva bodega.';
3526;7367195;'Cierre Bodega';'La bodega con identificador 3526 está en ampliacion.';
2078;8010059;'Balanceo Bodega';'La bodega con identificador 2078 está enviando productos a una nueva bodega.';
633;7183631;'Cierre Bodega';'La bodega con identificador 633 está en mantenimiento.';
1701;7183631;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
3460;2939383;'Cierre Bodega';'La bodega con identificador 3460 está en ampliacion.';
3591;2939383;'Cierre Bodega';'La bodega con identificador 3591 está en mantenimiento.';
412;9092876;'Cierre Bodega';'La bodega con identificador 412 está en mantenimiento.';
1256;3629873;'Cierre Bodega';'La bodega con identificador 1256 está en mantenimiento.';
2863;5959699;'Cierre Bodega';'La bodega con identificador 2863 está en ampliacion.';
2008;1416698;'Cierre Bodega';'La bodega con identificador 2008 está en ampliacion.';
334;5744871;'Balanceo Bodega';'La bodega con identificador 334 está enviando productos a una nueva bodega.';
1376;5744871;'Balanceo Bodega';'La bodega con identificador 1376 está enviando productos a una nueva bodega.';
2658;5747495;'Balanceo Bodega';'La bodega con identificador 2658 está enviando productos a una nueva bodega.';
3146;9409982;'Balanceo Bodega';'La bodega con identificador 3146 está enviando productos a una nueva bodega.';
3725;1106803;'Cierre Bodega';'La bodega con identificador 3725 está en ampliacion.';
1509;2213720;'Balanceo Bodega';'La bodega con identificador 1509 está enviando productos a una nueva bodega.';
59;3898705;'Cierre Bodega';'La bodega con identificador 59 está en ampliacion.';
1256;1557406;'Cierre Bodega';'La bodega con identificador 1256 está en mantenimiento.';
59;7516351;'Cierre Bodega';'La bodega con identificador 59 está en ampliacion.';
1237;6245900;'Cierre Bodega';'La bodega con identificador 1237 está en mantenimiento.';
2703;6245900;'Cierre Bodega';'La bodega con identificador 2703 está en mantenimiento.';
3662;3837410;'Balanceo Bodega';'La bodega con identificador 3662 está enviando productos a una nueva bodega.';
2962;5122379;'Balanceo Bodega';'La bodega con identificador 2962 está enviando productos a una nueva bodega.';
682;5122379;'Cierre Bodega';'La bodega con identificador 682 está en mantenimiento.';
4373;431580;'Balanceo Bodega';'La bodega con identificador 4373 está enviando productos a una nueva bodega.';
4498;9943306;'Balanceo Bodega';'La bodega con identificador 4498 está enviando productos a una nueva bodega.';
3877;2928873;'Cierre Bodega';'La bodega con identificador 3877 está en mantenimiento.';
828;9246370;'Balanceo Bodega';'La bodega con identificador 828 está enviando productos a una nueva bodega.';
3371;8986380;'Balanceo Bodega';'La bodega con identificador 3371 está enviando productos a una nueva bodega.';
454;2573158;'Balanceo Bodega';'La bodega con identificador 454 está enviando productos a una nueva bodega.';
546;1184274;'Cierre Bodega';'La bodega con identificador 546 está en ampliacion.';
205;1090529;'Balanceo Bodega';'La bodega con identificador 205 está enviando productos a una nueva bodega.';
4455;4433183;'Balanceo Bodega';'La bodega con identificador 4455 está enviando productos a una nueva bodega.';
2440;4433183;'Cierre Bodega';'La bodega con identificador 2440 está en mantenimiento.';
702;2454332;'Balanceo Bodega';'La bodega con identificador 702 está enviando productos a una nueva bodega.';
1722;4299915;'Cierre Bodega';'La bodega con identificador 1722 está en ampliacion.';
951;6921205;'Balanceo Bodega';'La bodega con identificador 951 está enviando productos a una nueva bodega.';
4134;538000;'Balanceo Bodega';'La bodega con identificador 4134 está enviando productos a una nueva bodega.';
3048;989346;'Cierre Bodega';'La bodega con identificador 3048 está en mantenimiento.';
4433;9433371;'Cierre Bodega';'La bodega con identificador 4433 está en mantenimiento.';
4090;7534575;'Balanceo Bodega';'La bodega con identificador 4090 está enviando productos a una nueva bodega.';
221;3790991;'Balanceo Bodega';'La bodega con identificador 221 está enviando productos a una nueva bodega.';
491;1981274;'Balanceo Bodega';'La bodega con identificador 491 está enviando productos a una nueva bodega.';
2991;1981274;'Cierre Bodega';'La bodega con identificador 2991 está en mantenimiento.';
231;4246628;'Cierre Bodega';'La bodega con identificador 231 está en mantenimiento.';
608;7879288;'Cierre Bodega';'La bodega con identificador 608 está en mantenimiento.';
2553;9706924;'Cierre Bodega';'La bodega con identificador 2553 está en mantenimiento.';
2022;9706924;'Cierre Bodega';'La bodega con identificador 2022 está en mantenimiento.';
1619;9610695;'Balanceo Bodega';'La bodega con identificador 1619 está enviando productos a una nueva bodega.';
1662;723083;'Cierre Bodega';'La bodega con identificador 1662 está en mantenimiento.';
3584;723083;'Cierre Bodega';'La bodega con identificador 3584 está en mantenimiento.';
3352;80154;'Cierre Bodega';'La bodega con identificador 3352 está en ampliacion.';
361;5197364;'Cierre Bodega';'La bodega con identificador 361 está en mantenimiento.';
1437;5197364;'Balanceo Bodega';'La bodega con identificador 1437 está enviando productos a una nueva bodega.';
1717;7044051;'Balanceo Bodega';'La bodega con identificador 1717 está enviando productos a una nueva bodega.';
270;7114668;'Cierre Bodega';'La bodega con identificador 270 está en ampliacion.';
1546;2881502;'Balanceo Bodega';'La bodega con identificador 1546 está enviando productos a una nueva bodega.';
3149;2881502;'Cierre Bodega';'La bodega con identificador 3149 está en mantenimiento.';
2538;3629837;'Cierre Bodega';'La bodega con identificador 2538 está en ampliacion.';
2117;6864233;'Balanceo Bodega';'La bodega con identificador 2117 está enviando productos a una nueva bodega.';
2007;7060612;'Balanceo Bodega';'La bodega con identificador 2007 está enviando productos a una nueva bodega.';
547;933780;'Cierre Bodega';'La bodega con identificador 547 está en ampliacion.';
2287;3837949;'Cierre Bodega';'La bodega con identificador 2287 está en ampliacion.';
4076;1647885;'Cierre Bodega';'La bodega con identificador 4076 está en ampliacion.';
3864;9910201;'Cierre Bodega';'La bodega con identificador 3864 está en mantenimiento.';
1598;2656692;'Cierre Bodega';'La bodega con identificador 1598 está en mantenimiento.';
169;8187117;'Balanceo Bodega';'La bodega con identificador 169 está enviando productos a una nueva bodega.';
531;5984876;'Balanceo Bodega';'La bodega con identificador 531 está enviando productos a una nueva bodega.';
2425;5984876;'Cierre Bodega';'La bodega con identificador 2425 está en ampliacion.';
1069;9249475;'Balanceo Bodega';'La bodega con identificador 1069 está enviando productos a una nueva bodega.';
1256;6934959;'Cierre Bodega';'La bodega con identificador 1256 está en mantenimiento.';
1448;5927837;'Cierre Bodega';'La bodega con identificador 1448 está en mantenimiento.';
3590;5927837;'Cierre Bodega';'La bodega con identificador 3590 está en mantenimiento.';
1828;8080291;'Cierre Bodega';'La bodega con identificador 1828 está en mantenimiento.';
3655;218502;'Cierre Bodega';'La bodega con identificador 3655 está en mantenimiento.';
956;8438670;'Cierre Bodega';'La bodega con identificador 956 está en ampliacion.';
1602;1023201;'Cierre Bodega';'La bodega con identificador 1602 está en ampliacion.';
4449;4543692;'Cierre Bodega';'La bodega con identificador 4449 está en mantenimiento.';
305;2549894;'Balanceo Bodega';'La bodega con identificador 305 está enviando productos a una nueva bodega.';
1904;2549894;'Balanceo Bodega';'La bodega con identificador 1904 está enviando productos a una nueva bodega.';
2588;1934803;'Balanceo Bodega';'La bodega con identificador 2588 está enviando productos a una nueva bodega.';
119;1781084;'Cierre Bodega';'La bodega con identificador 119 está en mantenimiento.';
3423;2818116;'Cierre Bodega';'La bodega con identificador 3423 está en mantenimiento.';
533;2818116;'Cierre Bodega';'La bodega con identificador 533 está en ampliacion.';
3290;8008502;'Cierre Bodega';'La bodega con identificador 3290 está en ampliacion.';
4396;4520599;'Cierre Bodega';'La bodega con identificador 4396 está en mantenimiento.';
2871;801719;'Balanceo Bodega';'La bodega con identificador 2871 está enviando productos a una nueva bodega.';
3951;801719;'Balanceo Bodega';'La bodega con identificador 3951 está enviando productos a una nueva bodega.';
956;5308363;'Cierre Bodega';'La bodega con identificador 956 está en ampliacion.';
257;8535865;'Balanceo Bodega';'La bodega con identificador 257 está enviando productos a una nueva bodega.';
1347;3575839;'Balanceo Bodega';'La bodega con identificador 1347 está enviando productos a una nueva bodega.';
2291;7828373;'Balanceo Bodega';'La bodega con identificador 2291 está enviando productos a una nueva bodega.';
7;8418216;'Balanceo Bodega';'La bodega con identificador 7 está enviando productos a una nueva bodega.';
482;3113682;'Cierre Bodega';'La bodega con identificador 482 está en mantenimiento.';
272;3113682;'Balanceo Bodega';'La bodega con identificador 272 está enviando productos a una nueva bodega.';
3822;4895866;'Balanceo Bodega';'La bodega con identificador 3822 está enviando productos a una nueva bodega.';
2087;3425306;'Cierre Bodega';'La bodega con identificador 2087 está en mantenimiento.';
4344;3425306;'Balanceo Bodega';'La bodega con identificador 4344 está enviando productos a una nueva bodega.';
1383;2280983;'Cierre Bodega';'La bodega con identificador 1383 está en ampliacion.';
4370;1259911;'Cierre Bodega';'La bodega con identificador 4370 está en ampliacion.';
1335;4275057;'Balanceo Bodega';'La bodega con identificador 1335 está enviando productos a una nueva bodega.';
1814;9993243;'Cierre Bodega';'La bodega con identificador 1814 está en ampliacion.';
3872;9993243;'Cierre Bodega';'La bodega con identificador 3872 está en mantenimiento.';
1691;6982824;'Cierre Bodega';'La bodega con identificador 1691 está en mantenimiento.';
269;2600582;'Balanceo Bodega';'La bodega con identificador 269 está enviando productos a una nueva bodega.';
563;1194492;'Cierre Bodega';'La bodega con identificador 563 está en ampliacion.';
1703;6252877;'Cierre Bodega';'La bodega con identificador 1703 está en ampliacion.';
2648;199769;'Cierre Bodega';'La bodega con identificador 2648 está en ampliacion.';
3575;3442084;'Cierre Bodega';'La bodega con identificador 3575 está en ampliacion.';
1677;4858783;'Balanceo Bodega';'La bodega con identificador 1677 está enviando productos a una nueva bodega.';
1822;5528187;'Balanceo Bodega';'La bodega con identificador 1822 está enviando productos a una nueva bodega.';
284;7055940;'Balanceo Bodega';'La bodega con identificador 284 está enviando productos a una nueva bodega.';
896;3369737;'Cierre Bodega';'La bodega con identificador 896 está en ampliacion.';
2254;9560245;'Cierre Bodega';'La bodega con identificador 2254 está en ampliacion.';
1199;8982938;'Balanceo Bodega';'La bodega con identificador 1199 está enviando productos a una nueva bodega.';
2824;3729928;'Cierre Bodega';'La bodega con identificador 2824 está en mantenimiento.';
3149;3729928;'Cierre Bodega';'La bodega con identificador 3149 está en mantenimiento.';
2124;9202919;'Cierre Bodega';'La bodega con identificador 2124 está en ampliacion.';
4100;9202919;'Cierre Bodega';'La bodega con identificador 4100 está en mantenimiento.';
2320;9956231;'Balanceo Bodega';'La bodega con identificador 2320 está enviando productos a una nueva bodega.';
4385;7240725;'Balanceo Bodega';'La bodega con identificador 4385 está enviando productos a una nueva bodega.';
310;7240725;'Cierre Bodega';'La bodega con identificador 310 está en mantenimiento.';
3260;7240725;'Cierre Bodega';'La bodega con identificador 3260 está en ampliacion.';
709;675290;'Cierre Bodega';'La bodega con identificador 709 está en mantenimiento.';
690;675290;'Balanceo Bodega';'La bodega con identificador 690 está enviando productos a una nueva bodega.';
3866;7299386;'Cierre Bodega';'La bodega con identificador 3866 está en ampliacion.';
122;7839929;'Cierre Bodega';'La bodega con identificador 122 está en ampliacion.';
3460;3365585;'Cierre Bodega';'La bodega con identificador 3460 está en ampliacion.';
3591;7298223;'Cierre Bodega';'La bodega con identificador 3591 está en mantenimiento.';
588;2869088;'Cierre Bodega';'La bodega con identificador 588 está en mantenimiento.';
1399;8311099;'Cierre Bodega';'La bodega con identificador 1399 está en mantenimiento.';
1604;2793675;'Cierre Bodega';'La bodega con identificador 1604 está en mantenimiento.';
2100;4890739;'Balanceo Bodega';'La bodega con identificador 2100 está enviando productos a una nueva bodega.';
1835;1248306;'Balanceo Bodega';'La bodega con identificador 1835 está enviando productos a una nueva bodega.';
1799;2192442;'Balanceo Bodega';'La bodega con identificador 1799 está enviando productos a una nueva bodega.';
81;1108620;'Balanceo Bodega';'La bodega con identificador 81 está enviando productos a una nueva bodega.';
827;4617397;'Balanceo Bodega';'La bodega con identificador 827 está enviando productos a una nueva bodega.';
1396;9049580;'Cierre Bodega';'La bodega con identificador 1396 está en mantenimiento.';
1;5981085;'Cierre Bodega';'La bodega con identificador 1 está en ampliacion.';
4153;2606477;'Cierre Bodega';'La bodega con identificador 4153 está en mantenimiento.';
3319;4792567;'Cierre Bodega';'La bodega con identificador 3319 está en mantenimiento.';
333;4792567;'Balanceo Bodega';'La bodega con identificador 333 está enviando productos a una nueva bodega.';
833;901956;'Cierre Bodega';'La bodega con identificador 833 está en mantenimiento.';
1326;9434081;'Cierre Bodega';'La bodega con identificador 1326 está en ampliacion.';
4468;4139555;'Balanceo Bodega';'La bodega con identificador 4468 está enviando productos a una nueva bodega.';
784;187241;'Cierre Bodega';'La bodega con identificador 784 está en ampliacion.';
1666;187241;'Cierre Bodega';'La bodega con identificador 1666 está en ampliacion.';
1180;8842841;'Balanceo Bodega';'La bodega con identificador 1180 está enviando productos a una nueva bodega.';
3382;8842841;'Cierre Bodega';'La bodega con identificador 3382 está en ampliacion.';
2087;6022301;'Cierre Bodega';'La bodega con identificador 2087 está en mantenimiento.';
1057;898471;'Cierre Bodega';'La bodega con identificador 1057 está en ampliacion.';
2022;4873082;'Cierre Bodega';'La bodega con identificador 2022 está en mantenimiento.';
2439;446004;'Cierre Bodega';'La bodega con identificador 2439 está en mantenimiento.';
44;2397725;'Cierre Bodega';'La bodega con identificador 44 está en ampliacion.';
3402;2397725;'Balanceo Bodega';'La bodega con identificador 3402 está enviando productos a una nueva bodega.';
2875;4297208;'Cierre Bodega';'La bodega con identificador 2875 está en mantenimiento.';
1666;3655460;'Cierre Bodega';'La bodega con identificador 1666 está en ampliacion.';
1396;7193797;'Cierre Bodega';'La bodega con identificador 1396 está en mantenimiento.';
617;3885073;'Balanceo Bodega';'La bodega con identificador 617 está enviando productos a una nueva bodega.';
3744;8542626;'Balanceo Bodega';'La bodega con identificador 3744 está enviando productos a una nueva bodega.';
2824;7291134;'Cierre Bodega';'La bodega con identificador 2824 está en mantenimiento.';
723;3450478;'Balanceo Bodega';'La bodega con identificador 723 está enviando productos a una nueva bodega.';
4092;4123020;'Balanceo Bodega';'La bodega con identificador 4092 está enviando productos a una nueva bodega.';
3899;2656942;'Cierre Bodega';'La bodega con identificador 3899 está en mantenimiento.';
1139;7165621;'Cierre Bodega';'La bodega con identificador 1139 está en ampliacion.';
4404;5920002;'Cierre Bodega';'La bodega con identificador 4404 está en ampliacion.';
709;960166;'Cierre Bodega';'La bodega con identificador 709 está en mantenimiento.';
3560;960166;'Cierre Bodega';'La bodega con identificador 3560 está en mantenimiento.';
920;960166;'Cierre Bodega';'La bodega con identificador 920 está en ampliacion.';
2108;9981713;'Cierre Bodega';'La bodega con identificador 2108 está en ampliacion.';
136;9981713;'Cierre Bodega';'La bodega con identificador 136 está en mantenimiento.';
1709;1181913;'Balanceo Bodega';'La bodega con identificador 1709 está enviando productos a una nueva bodega.';
942;2395235;'Cierre Bodega';'La bodega con identificador 942 está en ampliacion.';
4259;9451437;'Balanceo Bodega';'La bodega con identificador 4259 está enviando productos a una nueva bodega.';
1256;6200493;'Cierre Bodega';'La bodega con identificador 1256 está en mantenimiento.';
2811;2242151;'Cierre Bodega';'La bodega con identificador 2811 está en mantenimiento.';
784;2876358;'Cierre Bodega';'La bodega con identificador 784 está en ampliacion.';
1826;8469863;'Balanceo Bodega';'La bodega con identificador 1826 está enviando productos a una nueva bodega.';
1597;9409899;'Cierre Bodega';'La bodega con identificador 1597 está en mantenimiento.';
3239;653992;'Balanceo Bodega';'La bodega con identificador 3239 está enviando productos a una nueva bodega.';
2937;3580446;'Cierre Bodega';'La bodega con identificador 2937 está en ampliacion.';
1333;3580446;'Cierre Bodega';'La bodega con identificador 1333 está en mantenimiento.';
2824;3875790;'Cierre Bodega';'La bodega con identificador 2824 está en mantenimiento.';
3889;9270410;'Cierre Bodega';'La bodega con identificador 3889 está en ampliacion.';
61;2490675;'Cierre Bodega';'La bodega con identificador 61 está en mantenimiento.';
3599;3190646;'Balanceo Bodega';'La bodega con identificador 3599 está enviando productos a una nueva bodega.';
1219;5270202;'Cierre Bodega';'La bodega con identificador 1219 está en ampliacion.';
743;5270202;'Balanceo Bodega';'La bodega con identificador 743 está enviando productos a una nueva bodega.';
1341;2633773;'Cierre Bodega';'La bodega con identificador 1341 está en mantenimiento.';
310;2670408;'Cierre Bodega';'La bodega con identificador 310 está en mantenimiento.';
4011;2417875;'Balanceo Bodega';'La bodega con identificador 4011 está enviando productos a una nueva bodega.';
2492;796727;'Cierre Bodega';'La bodega con identificador 2492 está en mantenimiento.';
1177;4957637;'Balanceo Bodega';'La bodega con identificador 1177 está enviando productos a una nueva bodega.';
533;3734395;'Cierre Bodega';'La bodega con identificador 533 está en ampliacion.';
2414;2750378;'Cierre Bodega';'La bodega con identificador 2414 está en ampliacion.';
4115;8202767;'Cierre Bodega';'La bodega con identificador 4115 está en mantenimiento.';
3334;55742;'Cierre Bodega';'La bodega con identificador 3334 está en ampliacion.';
1288;55742;'Cierre Bodega';'La bodega con identificador 1288 está en ampliacion.';
2703;5794188;'Cierre Bodega';'La bodega con identificador 2703 está en mantenimiento.';
925;5794188;'Balanceo Bodega';'La bodega con identificador 925 está enviando productos a una nueva bodega.';
3610;1563356;'Cierre Bodega';'La bodega con identificador 3610 está en ampliacion.';
4369;1563356;'Cierre Bodega';'La bodega con identificador 4369 está en ampliacion.';
1421;833521;'Cierre Bodega';'La bodega con identificador 1421 está en ampliacion.';
850;3460093;'Cierre Bodega';'La bodega con identificador 850 está en ampliacion.';
357;108434;'Cierre Bodega';'La bodega con identificador 357 está en mantenimiento.';
3802;6799629;'Balanceo Bodega';'La bodega con identificador 3802 está enviando productos a una nueva bodega.';
1341;6799629;'Cierre Bodega';'La bodega con identificador 1341 está en mantenimiento.';
3371;6097446;'Balanceo Bodega';'La bodega con identificador 3371 está enviando productos a una nueva bodega.';
4095;6097446;'Cierre Bodega';'La bodega con identificador 4095 está en mantenimiento.';
131;9585684;'Balanceo Bodega';'La bodega con identificador 131 está enviando productos a una nueva bodega.';
3284;3004401;'Cierre Bodega';'La bodega con identificador 3284 está en ampliacion.';
513;8024153;'Cierre Bodega';'La bodega con identificador 513 está en ampliacion.';
194;8024153;'Cierre Bodega';'La bodega con identificador 194 está en ampliacion.';
2607;2464165;'Cierre Bodega';'La bodega con identificador 2607 está en ampliacion.';
1732;7602339;'Balanceo Bodega';'La bodega con identificador 1732 está enviando productos a una nueva bodega.';
1201;8859541;'Balanceo Bodega';'La bodega con identificador 1201 está enviando productos a una nueva bodega.';
776;6555954;'Cierre Bodega';'La bodega con identificador 776 está en mantenimiento.';
1206;1269921;'Cierre Bodega';'La bodega con identificador 1206 está en mantenimiento.';
2152;3034142;'Cierre Bodega';'La bodega con identificador 2152 está en mantenimiento.';
1970;3034142;'Cierre Bodega';'La bodega con identificador 1970 está en mantenimiento.';
1931;7212718;'Cierre Bodega';'La bodega con identificador 1931 está en ampliacion.';
2770;4138596;'Cierre Bodega';'La bodega con identificador 2770 está en ampliacion.';
3357;9825178;'Cierre Bodega';'La bodega con identificador 3357 está en mantenimiento.';
1348;2285092;'Cierre Bodega';'La bodega con identificador 1348 está en ampliacion.';
2106;2617527;'Cierre Bodega';'La bodega con identificador 2106 está en ampliacion.';
270;6428137;'Cierre Bodega';'La bodega con identificador 270 está en ampliacion.';
4273;531749;'Balanceo Bodega';'La bodega con identificador 4273 está enviando productos a una nueva bodega.';
4473;3641901;'Balanceo Bodega';'La bodega con identificador 4473 está enviando productos a una nueva bodega.';
1604;3641901;'Cierre Bodega';'La bodega con identificador 1604 está en mantenimiento.';
3731;6649386;'Cierre Bodega';'La bodega con identificador 3731 está en mantenimiento.';
4454;9904557;'Cierre Bodega';'La bodega con identificador 4454 está en mantenimiento.';
122;2921291;'Cierre Bodega';'La bodega con identificador 122 está en ampliacion.';
976;7200299;'Balanceo Bodega';'La bodega con identificador 976 está enviando productos a una nueva bodega.';
4300;7200299;'Cierre Bodega';'La bodega con identificador 4300 está en mantenimiento.';
3636;6808141;'Balanceo Bodega';'La bodega con identificador 3636 está enviando productos a una nueva bodega.';
3284;8731848;'Cierre Bodega';'La bodega con identificador 3284 está en ampliacion.';
2182;2759679;'Cierre Bodega';'La bodega con identificador 2182 está en mantenimiento.';
1383;9644699;'Cierre Bodega';'La bodega con identificador 1383 está en ampliacion.';
3319;1552226;'Cierre Bodega';'La bodega con identificador 3319 está en mantenimiento.';
4112;1552226;'Cierre Bodega';'La bodega con identificador 4112 está en ampliacion.';
1109;392796;'Cierre Bodega';'La bodega con identificador 1109 está en ampliacion.';
2548;392796;'Balanceo Bodega';'La bodega con identificador 2548 está enviando productos a una nueva bodega.';
1333;6651723;'Cierre Bodega';'La bodega con identificador 1333 está en mantenimiento.';
2147;3555552;'Balanceo Bodega';'La bodega con identificador 2147 está enviando productos a una nueva bodega.';
760;6876535;'Cierre Bodega';'La bodega con identificador 760 está en mantenimiento.';
967;6876535;'Cierre Bodega';'La bodega con identificador 967 está en mantenimiento.';
1094;9600771;'Cierre Bodega';'La bodega con identificador 1094 está en ampliacion.';
1357;2677277;'Balanceo Bodega';'La bodega con identificador 1357 está enviando productos a una nueva bodega.';
2246;8797297;'Balanceo Bodega';'La bodega con identificador 2246 está enviando productos a una nueva bodega.';
2491;56933;'Cierre Bodega';'La bodega con identificador 2491 está en mantenimiento.';
4100;5826965;'Cierre Bodega';'La bodega con identificador 4100 está en mantenimiento.';
355;401255;'Balanceo Bodega';'La bodega con identificador 355 está enviando productos a una nueva bodega.';
4172;401255;'Cierre Bodega';'La bodega con identificador 4172 está en ampliacion.';
4225;6786863;'Balanceo Bodega';'La bodega con identificador 4225 está enviando productos a una nueva bodega.';
1004;4445815;'Balanceo Bodega';'La bodega con identificador 1004 está enviando productos a una nueva bodega.';
3731;2992252;'Cierre Bodega';'La bodega con identificador 3731 está en mantenimiento.';
316;4393959;'Cierre Bodega';'La bodega con identificador 316 está en mantenimiento.';
1049;4456837;'Cierre Bodega';'La bodega con identificador 1049 está en ampliacion.';
1383;4456837;'Cierre Bodega';'La bodega con identificador 1383 está en ampliacion.';
1213;9548224;'Cierre Bodega';'La bodega con identificador 1213 está en ampliacion.';
1701;591373;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
2126;591373;'Cierre Bodega';'La bodega con identificador 2126 está en mantenimiento.';
3149;5211814;'Cierre Bodega';'La bodega con identificador 3149 está en mantenimiento.';
833;5211814;'Cierre Bodega';'La bodega con identificador 833 está en mantenimiento.';
1874;7200994;'Balanceo Bodega';'La bodega con identificador 1874 está enviando productos a una nueva bodega.';
2759;2107456;'Balanceo Bodega';'La bodega con identificador 2759 está enviando productos a una nueva bodega.';
3791;4695154;'Cierre Bodega';'La bodega con identificador 3791 está en mantenimiento.';
3386;6639756;'Balanceo Bodega';'La bodega con identificador 3386 está enviando productos a una nueva bodega.';
1172;9348688;'Cierre Bodega';'La bodega con identificador 1172 está en ampliacion.';
1816;1935163;'Cierre Bodega';'La bodega con identificador 1816 está en ampliacion.';
4499;1935163;'Cierre Bodega';'La bodega con identificador 4499 está en mantenimiento.';
2875;4922543;'Cierre Bodega';'La bodega con identificador 2875 está en mantenimiento.';
942;8519759;'Cierre Bodega';'La bodega con identificador 942 está en ampliacion.';
156;2529479;'Cierre Bodega';'La bodega con identificador 156 está en mantenimiento.';
1472;7616226;'Cierre Bodega';'La bodega con identificador 1472 está en mantenimiento.';
1894;7395015;'Balanceo Bodega';'La bodega con identificador 1894 está enviando productos a una nueva bodega.';
4016;2183429;'Cierre Bodega';'La bodega con identificador 4016 está en ampliacion.';
890;5544446;'Balanceo Bodega';'La bodega con identificador 890 está enviando productos a una nueva bodega.';
2324;4052845;'Balanceo Bodega';'La bodega con identificador 2324 está enviando productos a una nueva bodega.';
3334;5795419;'Cierre Bodega';'La bodega con identificador 3334 está en ampliacion.';
3018;3832568;'Balanceo Bodega';'La bodega con identificador 3018 está enviando productos a una nueva bodega.';
16;3681247;'Balanceo Bodega';'La bodega con identificador 16 está enviando productos a una nueva bodega.';
142;3681247;'Cierre Bodega';'La bodega con identificador 142 está en mantenimiento.';
2152;5514816;'Cierre Bodega';'La bodega con identificador 2152 está en mantenimiento.';
4442;6657253;'Cierre Bodega';'La bodega con identificador 4442 está en ampliacion.';
1472;6075111;'Cierre Bodega';'La bodega con identificador 1472 está en mantenimiento.';
1701;7283609;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
2312;8602726;'Cierre Bodega';'La bodega con identificador 2312 está en mantenimiento.';
3290;7778317;'Cierre Bodega';'La bodega con identificador 3290 está en ampliacion.';
3694;6501278;'Balanceo Bodega';'La bodega con identificador 3694 está enviando productos a una nueva bodega.';
2087;4369773;'Cierre Bodega';'La bodega con identificador 2087 está en mantenimiento.';
2937;4037576;'Cierre Bodega';'La bodega con identificador 2937 está en ampliacion.';
935;3897957;'Cierre Bodega';'La bodega con identificador 935 está en mantenimiento.';
2563;7074646;'Cierre Bodega';'La bodega con identificador 2563 está en mantenimiento.';
2321;7074646;'Balanceo Bodega';'La bodega con identificador 2321 está enviando productos a una nueva bodega.';
4300;5645745;'Cierre Bodega';'La bodega con identificador 4300 está en mantenimiento.';
711;9596468;'Cierre Bodega';'La bodega con identificador 711 está en mantenimiento.';
1701;6865223;'Cierre Bodega';'La bodega con identificador 1701 está en mantenimiento.';
4424;4477870;'Cierre Bodega';'La bodega con identificador 4424 está en mantenimiento.';
3277;4329894;'Cierre Bodega';'La bodega con identificador 3277 está en ampliacion.';
